All Players Year to Date MLB Pitcher_import Categories
Avail,Player,MLB,Eligible,Rank,
Wrigleyville Fielders,Yoshinobu Yamamoto SP | LAD,A,SP,1
W ( 3/27),Zack Hess RP | DET,M,RP,9999
W ( 3/27),Dioris De La Rosa SP | LAA,M,SP,9999
W ( 3/27),Trent Toplikar RP | SF,M,RP,9999
W ( 3/27),Sam Moll RP | CIN,A,RP,9999
W ( 3/27),Mark Leiter RP | NYY ,A,RP,9999
W ( 3/27),Keyshawn Askew RP | TB,M,RP,9999
W ( 3/27),Hayden Mullins SP | BOS,M,SP,9999
W ( 3/27),Zach Barnes RP | ARI,M,RP,9999
W ( 3/27),Ricky Karcher RP | ARI,M,RP,9999
Richmond Hippies,Emmanuel Clase RP | CLE,A,RP,9999
W ( 3/27),Joe Gatto RP | PHI,M,RP,9999
W ( 3/27),Melvi Acosta RP | MIN,M,RP,9999
W ( 3/27),Dylan Unsworth SP | SEA,M,SP,9999
W ( 3/27),Riley Pint RP | COL,M,RP,9999
W ( 3/27),Kendall Graveman RP | ARI ,A,RP,9999
W ( 3/27),Devin Conn RP | HOU,M,RP,9999
W ( 3/27),Michael Arias RP | NYY,M,RP,9999
W ( 3/27),Ethan Lindow SP | PHI,M,SP,9999
W ( 3/27),Blane Abeyta RP | ATL,M,RP,9999
W ( 3/27),Brant Hurter RP | DET ,A,RP,9999
W ( 3/27),Grant Wolfram RP | MIL,M,RP,9999
W ( 3/27),Joey DeNato RP | PHI,M,RP,9999
W ( 3/27),Gabe Bierman RP | MIA,M,RP,9999
W ( 3/27),Victor Arano RP | WAS,A,RP,9999
W ( 3/27),Jimmy Nelson RP | LAD,A,RP,9999
W ( 3/27),Omar Cruz RP | SD ,M,RP,9999
W ( 3/27),Eduard Bazardo RP | SEA,A,RP,9999
W ( 3/27),Scott Gracey RP | TOR,A,RP,9999
W ( 3/27),Phillippe Aumont RP | DET,M,RP,9999
W ( 3/27),David Sandlin SP | BOS,M,SP,9999
W ( 3/27),Ryan Ledbetter RP | TEX,M,RP,9999
W ( 3/27),John Fasola RP | TEX,M,RP,9999
W ( 3/27),Aaron Ashby RP | MIL ,A,RP,9999
W ( 3/27),Eric Torres RP | LAA,M,RP,9999
W ( 3/27),Luke Jackson RP | TEX ,A,RP,9999
W ( 3/27),Rio Gomez RP | BOS,M,RP,9999
W ( 3/27),Joan Baez RP | WAS,M,RP,9999
W ( 3/27),Robert Cranz RP | WAS,M,RP,9999
Wrigleyville Fielders,Mason Miller RP | ATH,A,RP,9999
W ( 3/27),Victor Mateo SP | ATL,M,SP,9999
Iowa Cubs,Edward Cabrera SP | MIA ,A,SP,9999
W ( 3/27),Michael Wagner RP | CHC,M,RP,9999
W ( 3/27),Tayler Scott RP | HOU,A,RP,9999
W ( 3/27),Nathanael Heredia RP | STL,M,RP,9999
W ( 3/27),Jonathan Bermudez RP | MIA,A,RP,9999
W ( 3/27),Henry Lalane SP | NYY ,M,SP,9999
W ( 3/27),Zech Lemond RP | SD,M,RP,9999
W ( 3/27),Darlin Saladin SP | STL,M,SP,9999
Southern Playaz,Michael King SP | SD ,A,SP,9999
W ( 3/27),Jeremy Pilon SP | TB,M,SP,9999
W ( 3/27),Angel Ventura RP | MIL,M,RP,9999
W ( 3/27),Wander Guante RP | ATH,M,RP,9999
W ( 3/27),Darin Gillies RP | BOS,M,RP,9999
W ( 3/27),Corbin Martin RP | BAL,M,RP,9999
W ( 3/27),Rob Kaminsky SP | STL,M,SP,9999
W ( 3/27),Shinnosuke Ogasawara SP | WAS ,A,SP,9999
W ( 3/27),Nick Ernst RP | NYY,M,RP,9999
W ( 3/27),Zach Maxwell RP | CIN,M,RP,9999
W ( 3/27),Miguel Diaz RP | SF,M,RP,9999
W ( 3/27),Tyler Kinley RP | COL,A,RP,9999
W ( 3/27),Taylor Hearn RP | KC,A,RP,9999
W ( 3/27),Brett Daniels RP | CLE,M,RP,9999
W ( 3/27),Mavis Graves SP | PHI,M,SP,9999
W ( 3/27),Martires Arias SP | SD,M,SP,9999
W ( 3/27),Joel Seddon RP | ATH,M,RP,9999
W ( 3/27),Devin Smeltzer RP | MIA,M,RP,9999
W ( 3/27),Johnny Ray RP | CHW,M,RP,9999
W ( 3/27),Houston Roth RP | BAL,M,RP,9999
W ( 3/27),Mitch Bratt SP | TEX,M,SP,9999
W ( 3/27),Enrique Segura SP | PHI,M,SP,9999
W ( 3/27),Luis Peralta RP | COL,A,RP,9999
W ( 3/27),Keaton Steele RP | MIN,M,RP,9999
W ( 3/27),Steven Klimek RP | MIN,M,RP,9999
Iowa Cubs,Jason Adam RP | SD,A,RP,9999
W ( 3/27),Chance Kirby SP | DET,M,SP,9999
W ( 3/27),Robert Gsellman RP | WAS,M,RP,9999
W ( 3/27),Jason Creasy RP | ATL,A,RP,9999
W ( 3/27),Duane Underwood RP | NYY,M,RP,9999
W ( 3/27),Matt Cronin RP | WAS,M,RP,9999
W ( 3/27),Joe Nahas RP | CHC,M,RP,9999
W ( 3/27),Vicarte Domingo SP | SD,M,SP,9999
W ( 3/27),Jonathan Hughes RP | ATL,M,RP,9999
W ( 3/27),Austin Cox RP | KC,M,RP,9999
W ( 3/27),Brad Lord SP | WAS ,M,SP,9999
W ( 3/27),"Jared Koenig RP,SP | MIL",A,"RP,SP",9999
W ( 3/27),Rafael Cova SP | SF,M,SP,9999
W ( 3/27),Carter Rustad SP | BAL,M,SP,9999
W ( 3/27),Dustin Saenz SP | WAS,M,SP,9999
W ( 3/27),Dan Altavilla RP | CHW ,M,RP,9999
W ( 3/27),Matt Smoral RP | TOR,M,RP,9999
W ( 3/27),Mitch Brown SP | CLE,M,SP,9999
W ( 3/27),Ryan Kussmaul RP | CHW,M,RP,9999
W ( 3/27),Brusdar Graterol RP | LAD ,IL,RP,9999
W ( 3/27),Tyler Thornton RP | CLE,M,RP,9999
Southern Playaz,Charlie Morton SP | BAL,A,SP,9999
W ( 3/27),Cristofer Melendez RP | PIT,M,RP,9999
W ( 3/27),Luke Eubank RP | CLE,M,RP,9999
W ( 3/27),Tyler Davis RP | TEX,M,RP,9999
W ( 3/27),Jake McSteen SP | ATL,M,SP,9999
W ( 3/27),Jesse Wainscott RP | SEA,M,RP,9999
W ( 3/27),Braxton Roxby RP | CIN,M,RP,9999
W ( 3/27),Ryan Mason RP | MIN,M,RP,9999
W ( 3/27),Brock Huntzinger RP | COL,M,RP,9999
W ( 3/27),Triston Polley RP | TEX,M,RP,9999
W ( 3/27),John Matthews RP | ARI,M,RP,9999
W ( 3/27),Javy Guerra RP | TB,A,RP,9999
W ( 3/27),Daniel Gibson RP | ARI,M,RP,9999
W ( 3/27),Fernery Ozuna RP | TEX,M,RP,9999
Wrigleyville Fielders,River Ryan SP | LAD ,IL,SP,9999
W ( 3/27),Nick Swiney SP | SF,M,SP,9999
W ( 3/27),Frank Batista RP | CHC,M,RP,9999
W ( 3/27),Miles Mikolas SP | STL,A,SP,9999
W ( 3/27),Rob Wort RP | BOS,M,RP,9999
W ( 3/27),Shaun Anderson RP | LAA,M,RP,9999
East Carolina Bucs,Gavin Williams SP | CLE ,A,SP,9999
W ( 3/27),RJ Petit RP | DET,M,RP,9999
W ( 3/27),Kirby Bellow RP | ARI,M,RP,9999
W ( 3/27),Ryder Ryan RP | PIT,M,RP,9999
W ( 3/27),Mike Clevinger SP | CHW,M,SP,9999
W ( 3/27),Grayson Thurman RP | TOR,M,RP,9999
W ( 3/27),Justin Anderson RP | CHW ,M,RP,9999
W ( 3/27),Matt Wilkinson SP | CLE,M,SP,9999
W ( 3/27),John O'Reilly RP | PIT,M,RP,9999
W ( 3/27),Michael Mariot RP | CIN,A,RP,9999
W ( 3/27),Jonathan Todd RP | TOR,M,RP,9999
Levittown Panthers,Spencer Arrighetti SP | HOU,A,SP,9999
W ( 3/27),Frankie Scalzo RP | CHC,M,RP,9999
W ( 3/27),Charles Hall RP | ATH,M,RP,9999
W ( 3/27),Robert Broom RP | CLE,M,RP,9999
Levittown Panthers,Kyle Freeland SP | COL,A,SP,9999
W ( 3/27),Jordan Carr RP | MIN,M,RP,9999
W ( 3/27),Garrett Hill RP | DET,M,RP,9999
W ( 3/27),Jose Martinez SP | LAD,M,SP,9999
Lewisberg All Blacks,Hunter Brown SP | HOU,A,SP,9999
W ( 3/27),Ryan Brady RP | KC,M,RP,9999
W ( 3/27),Beck Wheeler RP | NYM,M,RP,9999
W ( 3/27),Jordan Brink RP | MIN,A,RP,9999
W ( 3/27),Adrian Sampson SP | TEX,M,SP,9999
W ( 3/27),Cole Paplham RP | SD,M,RP,9999
W ( 3/27),Erik Manoah RP | WAS,M,RP,9999
W ( 3/27),Joe Gunkel SP | MIN,M,SP,9999
W ( 3/27),Graeme Stinson RP | TB,M,RP,9999
W ( 3/27),Richard Castillo RP | COL,M,RP,9999
W ( 3/27),Tanner McDougal SP | CHW,M,SP,9999
W ( 3/27),Pedro Rodriguez RP | SF,M,RP,9999
W ( 3/27),Gabriel Ponce RP | TOR,M,RP,9999
W ( 3/27),Gabriel Jackson RP | BOS,M,RP,9999
W ( 3/27),Taylor Clarke RP | MIL ,A,RP,9999
W ( 3/27),Rafael Kelly SP | ATH,M,SP,9999
W ( 3/27),Henry Williams SP | KC,M,SP,9999
W ( 3/27),Jhonathan Diaz RP | SEA,M,RP,9999
W ( 3/27),Evan Sisk RP | KC,M,RP,9999
W ( 3/27),Sean Newcomb RP | BOS ,M,RP,9999
W ( 3/27),Carlos Portuondo RP | CIN,M,RP,9999
W ( 3/27),Connor Gillispie RP | MIA ,A,RP,9999
W ( 3/27),Drew Beam SP | KC,M,SP,9999
W ( 3/27),Drew Hasler RP | CHW,M,RP,9999
W ( 3/27),John Brebbia RP | DET,A,RP,9999
Richmond Hippies,Cam Caminiti SP | ATL,M,SP,9999
W ( 3/27),Matt Sauer RP | LAD ,M,RP,9999
W ( 3/27),Fraser Ellard RP | CHW,A,RP,9999
W ( 3/27),Ryne Nelson SP | ARI ,A,SP,9999
South Carolina Ballcocks,Tink Hence SP | STL,M,SP,9999
W ( 3/27),J.T. Hintzen RP | MIL,M,RP,9999
W ( 3/27),Carson Seymour SP | SF,M,SP,9999
W ( 3/27),Walter Pennington RP | TEX,M,RP,9999
W ( 3/27),Keythel Key RP | LAA,M,RP,9999
W ( 3/27),Travis Lakins RP | BAL,M,RP,9999
W ( 3/27),Jose Flores RP | SF,M,RP,9999
W ( 3/27),Frank Rubio RP | SF,M,RP,9999
W ( 3/27),Cody Stashak RP | PHI,M,RP,9999
W ( 3/27),Stevie Emanuels RP | ATH,M,RP,9999
W ( 3/27),Matt Brill RP | WAS,M,RP,9999
W ( 3/27),Dylan Smith SP | DET,M,SP,9999
W ( 3/27),Chase Lee RP | DET,M,RP,9999
W ( 3/27),Joe Barlow RP | TEX,M,RP,9999
W ( 3/27),Miguel Nunez RP | PHI,M,RP,9999
W ( 3/27),Tristan Beck RP | SF ,M,RP,9999
Midlothian DeadHeads,Dean Kremer SP | BAL,A,SP,9999
W ( 3/27),Caleb Baragar RP | CLE,M,RP,9999
W ( 3/27),Matt Cooper RP | CHW,M,RP,9999
Iowa Cubs,Braxton Garrett SP | MIA ,IL,SP,9999
W ( 3/27),Parker Curry RP | LAD,M,RP,9999
W ( 3/27),Terance Marin SP | CHW,M,SP,9999
W ( 3/27),Ryan Lillie RP | CIN,M,RP,9999
Northern Virginia River Rats,Ryan Cusick RP | ATH,M,RP,9999
W ( 3/27),Dylan Rheault RP | SF,M,RP,9999
W ( 3/27),James Karinchak RP | CHW ,M,RP,9999
W ( 3/27),Juan Caballero RP | MIA,M,RP,9999
W ( 3/27),Evan Shawver RP | COL,M,RP,9999
W ( 3/27),Brad Case RP | PIT,M,RP,9999
W ( 3/27),Ricky Tiedemann SP | TOR ,M,SP,9999
W ( 3/27),Hunter Strickland RP | TEX ,M,RP,9999
W ( 3/27),Mitch Lambson RP | MIL,M,RP,9999
W ( 3/27),Barret Loux SP | CHC,M,SP,9999
W ( 3/27),T.J. Sikkema SP | KC,M,SP,9999
W ( 3/27),Jake Thompson RP | BOS,M,RP,9999
W ( 3/27),Kolton Ingram RP | SF,M,RP,9999
W ( 3/27),Kade McClure SP | PIT,M,SP,9999
W ( 3/27),Sam Whiting SP | SD,M,SP,9999
W ( 3/27),Connor Curlis RP | CIN,M,RP,9999
W ( 3/27),Mason Hickman RP | CLE,M,RP,9999
W ( 3/27),Graham Ashcraft SP | CIN ,A,SP,9999
W ( 3/27),Colton Johnson RP | ATH,M,RP,9999
W ( 3/27),A.J. Blubaugh SP | HOU,M,SP,9999
W ( 3/27),Jose Lopez RP | TB,M,RP,9999
W ( 3/27),Janser Lara RP | KC,M,RP,9999
W ( 3/27),Aaron Cox RP | LAA,M,RP,9999
W ( 3/27),Taylor Lehman RP | PHI,M,RP,9999
W ( 3/27),Austin Ross RP | PHI,M,RP,9999
W ( 3/27),Mitchell Miller RP | SD,M,RP,9999
W ( 3/27),Corey Williams RP | MIN,M,RP,9999
W ( 3/27),Charlie Shirek SP | CHW,A,SP,9999
W ( 3/27),Cole Waites RP | SF,M,RP,9999
W ( 3/27),Justin Topa RP | MIN,A,RP,9999
W ( 3/27),Josh Roberson SP | CHC,M,SP,9999
W ( 3/27),Tahnaj Thomas RP | PIT,M,RP,9999
W ( 3/27),Nolan Long RP | TOR,M,RP,9999
W ( 3/27),Aldry Acosta RP | LAD,M,RP,9999
W ( 3/27),Tanner Burns RP | CLE,M,RP,9999
Wrigleyville Fielders,Ryan Helsley RP | STL,A,RP,9999
East Carolina Bucs,Ryan Walker RP | SF,A,RP,9999
W ( 3/27),Cole Ayers RP | NYY,M,RP,9999
East Carolina Bucs,Jose Soriano SP | LAA ,A,SP,9999
W ( 3/27),Alonzo Richardson RP | CLE,M,RP,9999
W ( 3/27),Trevor Williams SP | WAS,A,SP,9999
W ( 3/27),Owen White RP | CHW,M,RP,9999
W ( 3/27),Josh Dye RP | KC,M,RP,9999
W ( 3/27),Jonathan Brand RP | BOS,M,RP,9999
W ( 3/27),Josh Harlow RP | CLE,M,RP,9999
W ( 3/27),Jalen Beeks RP | HOU ,M,RP,9999
W ( 3/27),Trace Bright SP | BAL,M,SP,9999
W ( 3/27),Alan Rangel SP | PHI,M,SP,9999
W ( 3/27),David Parkinson SP | PHI,M,SP,9999
W ( 3/27),Kevin McCanna RP | ARI,M,RP,9999
W ( 3/27),Aiden May SP | MIA,M,SP,9999
W ( 3/27),Zach Penrod RP | BOS ,A,RP,9999
W ( 3/27),Cionel Perez RP | BAL,A,RP,9999
W ( 3/27),Connor Cooke SP | TOR,M,SP,9999
W ( 3/27),Jayson McKinley RP | ARI,M,RP,9999
W ( 3/27),Jordan Pries SP | CHC,M,SP,9999
W ( 3/27),Joseph Montalvo SP | DET,M,SP,9999
W ( 3/27),Danny Watson RP | NYY,M,RP,9999
W ( 3/27),Cody Dickson RP | PIT,M,RP,9999
W ( 3/27),Carter Spivey SP | CLE,M,SP,9999
W ( 3/27),J.B. Bukauskas RP | MIL,M,RP,9999
W ( 3/27),Stephen Gonsalves RP | LAD,M,RP,9999
W ( 3/27),Eric Reyzelman RP | NYY,M,RP,9999
W ( 3/27),Michael Mader SP | ATL,M,SP,9999
W ( 3/27),Matt Tenuta RP | SEA,M,RP,9999
W ( 3/27),Logan Boyd SP | BOS,M,SP,9999
W ( 3/27),Brett Wichrowski SP | MIL,M,SP,9999
W ( 3/27),Julian Smith RP | LAD,M,RP,9999
W ( 3/27),Cory Abbott RP | SEA,M,RP,9999
W ( 3/27),Gage Ziehl SP | NYY,M,SP,9999
W ( 3/27),Michael Brewer RP | TEX,M,RP,9999
W ( 3/27),Luis Serna SP | NYY ,M,SP,9999
W ( 3/27),Manuel Alvarez RP | NYM,M,RP,9999
W ( 3/27),Paulshawn Pasqualotto RP | MIN,M,RP,9999
W ( 3/27),Caleb Sampen SP | TB,M,SP,9999
W ( 3/27),Lucas Sims RP | WAS,A,RP,9999
W ( 3/27),Tanner Jesson-Dalton RP | CHC,M,RP,9999
W ( 3/27),Anderson Bido RP | HOU,M,RP,9999
W ( 3/27),Guillermo Zuniga RP | PHI,M,RP,9999
W ( 3/27),Yosver Zulueta RP | CIN,M,RP,9999
W ( 3/27),Ryan Jennings SP | TOR,M,SP,9999
W ( 3/27),Chase Plymell RP | CHW,M,RP,9999
W ( 3/27),Luis Reyes RP | WAS,M,RP,9999
W ( 3/27),Ryan Johnson SP | LAA ,A,SP,9999
W ( 3/27),Derek Rodriguez RP | CHW,M,RP,9999
W ( 3/27),Travis Ballew RP | HOU,M,RP,9999
W ( 3/27),Luis Gonzalez RP | BAL,M,RP,9999
W ( 3/27),Terry Doyle SP | ARI,M,SP,9999
Levittown Panthers,Robert Suarez RP | SD,A,RP,9999
W ( 3/27),Leonardo Crawford RP | MIL,M,RP,9999
W ( 3/27),Antonio Menendez RP | TB,M,RP,9999
Southern Playaz,Cade Cavalli SP | WAS ,A,SP,9999
W ( 3/27),Brock Burke RP | LAA,A,RP,9999
W ( 3/27),Ryan Yarbrough RP | NYY ,A,RP,9999
W ( 3/27),Matt Crouse SP | DET,M,SP,9999
W ( 3/27),Ranfi Casimiro RP | PHI,M,RP,9999
W ( 3/27),Edwuin Bencomo RP | SD,M,RP,9999
W ( 3/27),Vladimir Gutierrez RP | BOS,M,RP,9999
W ( 3/27),Yujanyer Herrera SP | COL ,M,SP,9999
W ( 3/27),Trent Palmer SP | TOR,M,SP,9999
W ( 3/27),Bobby Bundy SP | BAL,M,SP,9999
W ( 3/27),Thomas Jankins SP | MIL,M,SP,9999
W ( 3/27),Kyle Barraclough RP | BOS,M,RP,9999
Levittown Panthers,Shane Baz SP | TB,A,SP,9999
Lewisberg All Blacks,Bryan Woo SP | SEA,A,SP,9999
W ( 3/27),Yender Caramo RP | KC,M,RP,9999
W ( 3/27),Kevin Mahala RP | PIT,M,RP,9999
W ( 3/27),Daniel Missaki RP | TEX,M,RP,9999
W ( 3/27),Grant Taylor SP | CHW,M,SP,9999
W ( 3/27),Cole Henry SP | WAS,M,SP,9999
W ( 3/27),Reiver Sanmartin RP | CIN,M,RP,9999
Northern Virginia River Rats,"Andre Pallante RP,SP | STL",A,"RP,SP",9999
W ( 3/27),Luis Guerrero RP | BOS ,A,RP,9999
W ( 3/27),Antonio Jimenez RP | SF,M,RP,9999
W ( 3/27),Sam Armstrong RP | CHC,M,RP,9999
W ( 3/27),Austin Pope RP | ARI,M,RP,9999
W ( 3/27),Cole Wilcox SP | TB,M,SP,9999
W ( 3/27),Brandon Birdsell SP | CHC,M,SP,9999
W ( 3/27),Raymond Burgos RP | SF,M,RP,9999
W ( 3/27),Nick Bitsko SP | TB,M,SP,9999
Iowa Cubs,Jackson Ferris SP | LAD,M,SP,9999
W ( 3/27),David Roseboom RP | NYM,M,RP,9999
W ( 3/27),Andrew Mitchell RP | TEX,M,RP,9999
W ( 3/27),Yordy Cabrera RP | LAD,M,RP,9999
W ( 3/27),Kyle Nicolas RP | PIT ,M,RP,9999
W ( 3/27),Alejandro Lugo RP | SD,M,RP,9999
W ( 3/27),Angel Felipe RP | LAA,M,RP,9999
W ( 3/27),Shane Murphy RP | CHW,M,RP,9999
W ( 3/27),Luke Leftwich RP | PHI,M,RP,9999
W ( 3/27),Maddux Bruns SP | LAD,M,SP,9999
W ( 3/27),Blake Weiman RP | HOU,M,RP,9999
W ( 3/27),Stephen Nogosek RP | WAS,M,RP,9999
W ( 3/27),Patrick Corbin SP | TEX ,A,SP,9999
East Carolina Bucs,Ryan Weathers SP | MIA ,A,SP,9999
W ( 3/27),Jonathan Teaney RP | CLE,M,RP,9999
W ( 3/27),Alexander Hermeling RP | LAD,M,RP,9999
W ( 3/27),Sean Gleason RP | BAL,M,RP,9999
W ( 3/27),Trent Baker RP | STL,M,RP,9999
W ( 3/27),Robert Benincasa RP | WAS,M,RP,9999
W ( 3/27),Nathan Webb RP | BAL,M,RP,9999
W ( 3/27),Jeff Criswell RP | COL ,A,RP,9999
W ( 3/27),Thyago Vieira RP | ARI,M,RP,9999
W ( 3/27),Cole McDonald RP | HOU,M,RP,9999
W ( 3/27),Alan Busenitz RP | CIN,M,RP,9999
W ( 3/27),Antonio Santos RP | CHC,M,RP,9999
W ( 3/27),Yeuris Jimenez RP | WAS,M,RP,9999
W ( 3/27),Weilnton Herrera RP | COL,M,RP,9999
W ( 3/27),Peyton Gray RP | TEX,M,RP,9999
W ( 3/27),Cole Johnson RP | MIN,M,RP,9999
W ( 3/27),Corey Walter RP | ATH,M,RP,9999
W ( 3/27),Randy Rodriguez RP | SF,A,RP,9999
W ( 3/27),Ben Holmes RP | CHW,M,RP,9999
Midlothian DeadHeads,Carlos Rodon SP | NYY ,A,SP,9999
W ( 3/27),Durbin Feltman RP | BOS,M,RP,9999
W ( 3/27),Paul Smyth RP | ARI,M,RP,9999
