Top 100,Org Rk,Name,Org,Pos,Current Level,ETA,FV,Risk,Trend,Age,Ht,Wt,B,T,Sign Yr,Sign Mkt,Sign Org,Bonus,Signed From,Report,Video,PlayerId
46,2,"Matt McLain","CIN","SS","MLB",2023,"50","Med",1,"24.1527777","5' 10""","175","R","R",2021,"Draft","CIN",4625000,"UCLA","McLain's 2022 could not have been farther flung from his amateur scouting report and reputation. He was initially evaluated as a plus-hitting middle infielder who wasn't a lock to stay at shortstop. The Diamondbacks liked his bat enough to take him in the 2018 first round when he was coming out of high school, but McLain didn't sign, instead going to UCLA with the hope that he'd hit enough over the next few years to be drafted even higher, which he was. 
In 2022, McLain's profile did a 180 — he became more or less a slam dunk shortstop with a power-over-hit offensive skill set. McLain struck out more in 2022 than he did in his entire college career, but he also hit more home runs. His underlying contact quality and batted ball data suggested that the power output was for real (a low 31% groundball rate, a barrel rate already above what is typical for a starting big league shortstop), but he was also producing at a roughly 35-grade contact rate and getting worked by fastballs up around his hands. All of this was enough to alter the way we thought about McLain's skill set after a full season and Fall League evaluation in 2022. 
He made some adjustments coming out of the gate in 2023, utilizing a more open stance and a more dynamic stride direction. McLain is now landing with his front side open when he identifies the up-and-in fastballs that gave him trouble in 2022. He seems better able to tuck his hands in and pull pitches there than he did last season, and his in-zone contact rates are now more of a 45 on the scouting scale. He also looks thicker and stronger in the arms than he did last year, and his high-end exit velos have taken a little leap, so he also may have added a half grade or so of power. He was already likely to get to power in games because of how lift-driven his swing is, and now McLain looks even more dangerous. He now grades out like a plug-and-play everyday shortstop the likes of which we tend to value close to the middle of the Top 100 list.","IXThr8N29kc","29695"
31,1,"Logan O'Hoppe","LAA","C","MLB",2024,"50","Med",,"23.6444444","6' 2""","185","R","R",2018,"Draft","PHI",215000,"St. John the Baptist HS (NY)","O’Hoppe started the 2022 season at Double-A in the Phillies system before the Angels snagged him as part of the Brandon Marsh deadline deal. His pre-trade numbers (.275/.392/.496 at hitter-friendly Reading) were impressive and only improved when he joined Rocket City: In his 29 games with the Angels’ Double-A affiliate, O’Hoppe slashed .306/.473/.673 and walked more than he struck out, good for a 194 wRC+ over that span. He was skipped over Triple-A and promoted straight to the majors for a five-game cup of coffee at the end of 2022, and played so well during 2023 spring training that he broke camp as the big club's primary catcher. After 16 games, during which he slashed a robust .283/.339/.547, an incredible two-week line for a 23-year-old rookie catcher, O'Hoppe suffered a torn left labrum that will keep him until at least late August.
Healthy O'Hoppe has a pull-heavy style of hitting that works for him, as just about all of his impact contact comes against inner-third pitches that he can open up on and yank to left field. Aside from his arm, which was curiously poor in 2023 and ran counter to our past notes, O'Hoppe's defense is very advanced and projects to plus. His pop times hovered around 2.10 before his injury (it's his left shoulder), but his mobility, ball-blocking, receiving and framing are all excellent, and this defensive competence is a big part of why he broke camp with the big club. He'll be the Angels primary catcher for the next half decade.","lzXOSOalbng","24729"
50,3,"Spencer Steer","CIN","3B","MLB",2023,"50","Low",,"25.8166666","5' 11""","210","R","R",2019,"Draft","MIN",575000,"Oregon","As both the Twins and Reds (Steer was drafted by Minnesota and came to Cincinnati in the Tyler Mahle trade) searched for a viable defensive position for Steer, he backed into valuable defensive versatility that should keep him on the field in all but a few game situations. After the Reds gave him some time at first base in 2022, Steer now has experience at all four infield positions. He sometimes struggles with arm accuracy from third base and has sub-par range at second, but his footwork, hands, and actions keep him afloat at each spot. Cincinnati's present roster situation funnels him to third base, but Jonathan India's injury history, Joey Votto's age and handedness, and the Reds' willingness to play Kyle Farmer at shortstop in the past likely mean that Steer will see time all over the infield throughout the next few years, and this flexibility along with his hitting skill should make him nearly an everyday, every-inning player despite some of his defensive blemishes. 
The bat is Steer's carrying tool and has been since his days at Oregon. The addition of a leg kick in 2021 increased his power output without disrupting his timing at the plate, and now Steer has a well-rounded hit/patience/power toolkit that would profile in a 50 FV capacity at any non-first base position. He has some vulnerability to high fastballs and tends to do most of his extra-base damage against middle-middle mistakes, but Steer is capable of making line drive contact in basically all parts of the strike zone, and is especially adept at poking outer-third pitches the opposite way for base hits. He's a good hitter who will stabilize an infield spot in Cincinnati for the next half decade or so.",,"26323"
29,2,"Bo Naylor","CLE","C","MLB",2023,"50","High",,"23.6111111","6' 0""","215","L","R",2018,"Draft","CLE",2578138,"St. Joan of Arc HS (CAN)","Naylor's 2022 rebound is a great example of why it's prudent to give catchers with any sort of offensive potential more developmental grace than their peers. He was coming off a putrid 2021 in which he hit just .188, the first severe offensive struggles of a career that, to that point, had been all about offensive performance. In a 2022 split evenly between Double-A Akron and Triple-A Columbus, he slashed an impressive .263/.392/.496 with 21 homers and 20 steals, walking nearly as much as he struck out while with the Rubber Ducks. To call Naylor's 2022 a return to form isn't exactly correct, however, because much of his resurgence was due to swing alterations that made his bat path a little more variable, which he outlined in an <a href=""https://blogs.fangraphs.com/clevelands-bo-naylor-has-a-new-swing-and-a-unique-profile/"" target=""_blank"">interview with our own David Laurila</a>. There are still visual and underlying statistical indications that Naylor is going to end up with a below-average hit tool (his swing is so uphill that he'll almost certainly be vulnerable to whiffs in the strike zone), but he has very impressive bat speed and power (especially for a catcher) that is weaponized by his selective approach, which targets the up-and-in quadrant of the zone. Naylor's speed is also rare for a catcher. His stolen base total itself is not an indication of speed, but Naylor is running home-to-first as fast as 4.10, which is a plus run time, and he should swipe double-digit bases in his physical prime, relevant for fantasy-playing readers.
Naylor's defense is still pretty rough around the edges. He's an okay receiver and framer, catching on one knee with the bases empty, utilizing a traditional crouch with two strikes and with runners on base. He sometimes sets up to block breaking balls too quickly, tipping off baserunners and peeking hitters to what's coming. The lateral agility to block pitches in the dirt is obviously here, though Naylor is sometimes late getting to the ground. His 2022 throwing was not quite as good as previous notes indicate, with lots of one-hoppers to the bag or throws sailing on him, though Naylor's pop times remain close to average. These are things that need some developmental love before Naylor can assume the primary catching role in Cleveland, but he's young and athletic enough to project that they'll be worthy of that mantle relatively soon. Cleveland added him to their 40-man toward the end of last year but never optioned him, which means he still has three option years left for those defensive skills to percolate. There's no present danger that he needs to revisit third base (which he played plenty of in high school and early in pro ball) or anything like that, and Naylor continues to project as a 2-WAR primary catcher.","4SxNI1qCt10","21865"
51,4,"Miguel Vargas","LAD","LF","MLB",2023,"50","Low",,"23.8722222","6' 3""","200","R","R",2017,"J2","LAD",300000,"Cuba","A very skilled hitter with a career .313/.390/.488 line in the minors, Vargas made his big league debut in 2022 and is poised to play a more prominent role for the Dodgers this season after their many free agent departures, though probably not at third base. His feel for contact has been lauded since he first entered pro ball, while his defensive ability at third and his middling power have kept him in more of a ""high probability role player"" bucket here at FanGraphs than in a star-level FV tier despite his on-paper performance. 
This is not to denigrate Vargas' skill as a hitter, as he has incredible hand-eye coordination, terrific breaking ball recognition, and a great idea of the strike zone, the complement of skills that drive his profile. He's also worked to make himself more lithe and athletic since first arriving on the Dodgers' backfields shortly after he signed, when Dodgers coaches were asking a fresh-faced Vargas to make mid-game swing-changes that incorporated more movement into his conservative cut. Vargas doesn't have the sort of projectable, statuesque frame typical of a hitter in his early 20s, and despite the relevant changes to his swing, he still isn't an especially electric athlete and the cement appears quite dry on his physique, so there's not much reason to project on his raw power going forward. The league-wide statistical standard at third base is very high right now due to the depth of excellent players at the top of that position group, and when you compare Vargas' tools and underlying data to what constitutes an average regular at the hot corner, he tends to hover around average in terms of both contact quality and frequency, and a little below when it comes to high-end power, which is consistent with his visual evaluation. Fold below-average third base defense into that picture and while Vargas is going to be a doubles machine and productive big league player, he is probably not a star. 
Even with Justin Turner's departure, the Dodgers are better equipped at third base than they are in the outfield, so Vargas is poised to see time at second base and in left field in 2023. He has very little experience at second and looked okay making routine plays there during the few reps he got in 2022, but it's tough to project him there full-time based on how his range, hands, and actions look at third. The offensive bar in left is at roughly the same level as third base and if we project Vargas to be able to play a neutral left field (he's below average right now but looks better than he ever has at third), it actually buoys his overall profile because his third base defense was pulling it down. In that case, we're talking about a rock solid everyday player in the Mark Canha mold, and in fact Vargas' career has tracked in a similar fashion, especially as we stand on the precipice of a likely position change.  ","skYN9sTGFY0","20178"
52,4,"Gavin Williams","CLE","SP","MLB",2023,"50","High",,"24.1805555","6' 6""","255","L","R",2021,"Draft","CLE",2250000,"East Carolina","Williams' injury history and the relative violence of his delivery kept him just outside the 50 FV tier on the Cleveland list, even though he had a strong pro debut and spent most of the year at Double-A Akron. He checks the talent and proximity boxes rather emphatically, and when you start lining up the other pitchers toward the back of the Top 100 list, Williams' past and theoretical future injuries are more palatable than lots of other prospects actual injuries, so we've bumped him into this tier as a correction. He dealt with a litany of issues as an amateur, as benign as a fractured finger and as severe as back issues that had some teams drop him from their draft boards. The progress Williams made at ECU amid these issues (some of which date back to high school) was remarkable. He worked in the 89-93 mph range as a high schooler, then exploded in college, hitting 100 mph as a freshman and sustaining upper-90s velocity when he finally moved to the rotation as a fourth-year junior in 2021. He was sitting 95-99 mph throughout entire outings, and punched out at least eight hitters in each of his final 11 starts, culminating in a 13 K postseason outing against Vanderbilt when his stock reached its pinnacle. While there were some pre-draft industry concerns about the balky back, Williams' innings-eating frame, his intense on-mound presence, and the ferocity of his stuff made him a slam dunk first round prospect. His slider execution is especially consistent, though his curveball has the more visually pleasing movement. Increased changeup emphasis, which was already evident during Williams' first instructs, has occurred in pro ball, and while Williams' meal ticket is still his mid-90s fastball, which he rips past hitters at the letters, he has three viable weapons right now and might have a fourth as his changeup develops. It's a mid-rotation starter's stuff, and healthy Williams should produce as such at the big league level, though the pitchers who tend to get hurt are the ones who have been hurt in the past, and there's enough of a track record here to alter how Williams lines up with similarly talented peers.","fONTT3nsNE0","30122"
52,3,"Patrick Bailey","SFG","C","MLB",2023,"50","Med",,"24.3388888","6' 0""","210","S","R",2020,"Draft","SFG",3800000,"North Carolina State","Time to eat double crow here, as Bailey was just outside the Top 100 when he was drafted and throughout 2021 before we rounded his FV grade down during an uneven 2022. When we put together the lengthy Giants Imminent Big Leaguers piece, Bailey was not included, as we didn't anticipate he'd spend just two weeks each at Richmond and Sacramento before the club decided to insert him as their primary big league catcher. 
Bailey has hit the ground running in about a month and a half of big league time and looks very much like the catcher of the present and future on a surging club. He is a skilled one-knee'd receiver, great at beating the pitch to the spot in all parts of the zone, often subtly shifting his body to help him receive borderline pitches with strike-stealing stillness. His arm stroke is unique, as Bailey often throws with a nearly sidearm angle and sometimes drops down even lower than that. It looks the way a lot of pitchers do when they're throwing their final warm-up pitch. Sometimes it can be tough for Bailey to get clear of hitters in the lefty batter's box, but for the most part, this atypical style of throwing works for him. His big league pop times are averaging just below 1.90 as of list publication, and he's accurate despite imparting tail on all his throws. Offensively, Bailey sprays all-fields contact as a lefty and is more of a pull-side ambush hitter as a righty, both of which have been the case since college. Pitchers can work away from him to limit the damage he does, but Bailey's overall offensive output is comfortably above the everyday bar at catcher and could be top 10 at the position during his peak. He's likely to be a rock solid primary catcher for the next half decade or so.","ldboN8kgvRU","27478"
56,2,"Yainer Diaz","HOU","C","MLB",2023,"50","Med",,"25.0277777","6' 0""","225","R","R",2016,"J2","CLE",25000,"Dominican Republic","Traded from Cleveland along with Phil Maton for Myles Straw, Diaz slugged his way from Corpus Christi to Sugar Land in 2022, and is now the best hitting catcher on Houston's 40-man roster. He began the 2023 season on the big league roster after making his debut last September, and has been the team's backup catcher and occasional 1B/DH. While he hasn't accumulated enough at-bats to graduate from rookie status, he has accumulated enough active days on the roster. There's no change to Diaz's scouting report from the offseason — things are tracking as expected here and he projects as a primary catcher. 
Here's the text of his original report: Diaz has plus, all-fields power and covers the outer third of the plate especially well. Even while being a relatively free swinger, he's only struck out at a 15-17% clip since entering full-season ball and has a rare hit/power combination for a catcher, though he has been a little bit older for each level. A stiff, upright hitter, Diaz might have some issues with fastballs running in on his hands at the big league level, as he tended to be late on the ones he saw at Double- and Triple-A, driving them almost exclusively to the opposite field. He's only been able to pull breaking balls that don't quite finish. It's part of why he's projected with a below-average hit tool here even though he's performed at an above-average clip in the minors. 
Diaz is a viable defensive backstop, but he hasn't ever had to deal with the grind of a full season back there, peaking at 51 starts at catcher in 2021. He has also seen a lot of time at first base and, more recently, a little bit in the outfield corners. He receives on one knee with the bases empty before utilizing a traditional crouch with runners on, and he's an acceptable receiver and ball-blocker with a plus arm that plays down due to a slow exchange. Because he's a bit stiff, it's possible the grind of a full-season will impact his defensive mobility and even his offense if he has to catch 80-plus games. With Martín Maldonado and Korey Lee around, Diaz will be able to ease into the everyday waters and start some games at 1B/DH to get his bat in the lineup. Big-bodied catchers with potent bats, like Travis d'Arnaud, Tyler Flowers and Diaz, are the sorts who tend to take a leap later in their 20s, which is the expectation here.",,"23003"
60,2,"Royce Lewis","MIN","SS","MLB",2023,"50","High",,"24.3222222","6' 2""","215","R","R",2017,"Draft","MIN",6725000,"JSerra HS (CA)","The first overall pick in 2017, Lewis' career has been marred by persistent injury. After coasting through the lower levels of the minors, Lewis hit some speed bumps in 2019, rebounded in the Fall League, and then proceeded to miss most of the next three seasons because of the pandemic and two ACL tears. He began to play again in extended spring games at the end of April 2023 and rehabbed for just a few weeks before rejoining the big league team just before Twins list publication. 
Recall that Lewis basically hasn't played for three years and that when we last saw him, there were still several aspects of his profile that weren't settled. His swing has often morphed to try to keep Lewis on time without detracting too much from his athleticism and manage his strikeouts without neutering his power. His current swing looks like it did in 2022, designed to do a lot of dead-pull damage. He's going to strike out a lot but Lewis will also generate big power on contact, and while he's mostly doing it to his pull side, he is dangerous all over the zone and will occasionally get extended and laser an outer edge pitch the other way. 
Also remember that when we last saw Royce consistently, he was not a lock to remain at shortstop. The Twins had him playing only short until 2022, when he was suddenly thrust into three other positions (left field, center field, third base), then he was pressed into big league duty in center after he had played just two minor league games there. Lewis re-tore his ACL making a play at the wall in his third big league inning. He saw time at both shortstop and third base while rehabbing, and the Twins current roster situation means they need him to play third right now. His arm stroke is atypical and deliberate, and he one-hops throws to first pretty often, but Lewis tends to find a way to use his brand of effort and athleticism to make plays, including some highlight reel ones. Lauded for his effort and affability, the combination of Lewis' makeup and athleticism kept him firmly entrenched among the Top 100 even while he was hurt for long stretches of time. He's back and ready to make an immediate impact on Minnesota's playoff push, likely playing a valuable multi-positional role that has him in the lineup every day throughout the course of his career.","38ioTNwWePc","20437"
63,3,"Logan Allen","CLE","SP","MLB",2023,"50","Low",,"25.0722222","6' 0""","180","R","L",2020,"Draft","CLE",1125000,"Florida International","Allen was an undersized, pitchability high school lefty who worked 88-92 mph with mostly average secondary stuff and a changeup that flashed plus. He matriculated to Florida Atlantic, where the Owls considered him athletic enough to deploy as a two-way player during his freshman season before he focused more on pitching in 2019 and 2020. Allen sat 88-90 again as a junior and then, like many Cleveland pitching prospects, enjoyed a two-tick bump pretty quickly, sitting 90-93 throughout his first full season in pro ball, a velocity he maintained across 110 innings, many more than he had thrown during the pandemic-shortened year. That continued in 2022 when Allen reached Triple-A and put himself in position to claim a rotation spot this season should the need arise. 
His split/changeup is still his best pitch, but Allen has undergone a stylistic change and now takes a power pitcher's approach with his fastball, ripping it past hitters at the letters with a high-effort delivery despite its mediocre velocity. Allen's fastball has other traits that help it punch above its weight, and he commands it with machine-like regularity to the locations in which it is most effective. He's short, he gets way down the mound (which helps create shallow angle on the pitch), and even though he has a three-quarters arm slot, his hand position is more north/south on release, which helps him create backspin and ride on the fastball. It plays as an above-average offering even though Allen's raw arm strength is comfortably below average. His split/changeup (it only has about 1,300 rpm of spin, definitely in split territory) has plus sinking action, but the direction of its lateral movement is highly variable. At times, it has typical sink and tail; at others, it has sink and careens toward Allen's glove side like a slider. Speaking of the slider, Allen's has gotten much better in pro ball. His arm angle makes it naturally tough on lefties but its utility is limited against righties, which is likely what caused Cleveland and Allen to work on a cutter that is still in the nascent stages of development. Lefties with plus command and plus changeups tend to overachieve and Allen is exactly that, poised to play a mid-rotation role relatively soon.","5zHaWS5uk7o","27589"
66,2,"Zach Neto","LAA","SS","AAA",2023,"50","Low",,"22.6694444","6' 0""","190","R","R",2022,"Draft","LAA",3500000,"Campbell","Neto had an incredible statistical 2021, a performance he reinforced by hitting on the Cape and then again by slashing (checks notes) .407/.514/.769 (!) as a junior at Campbell in 2022. He was the fifth-ranked prospect on our 2022 Draft Board but was picked 13th overall. So far he looks like a steal. After a week at Double-A, the Angels elevated Neto straight to the big leagues and he's seized their everyday shortstop job, posting a 113 wRC+ as of list publication. There was some pre-draft consternation about Neto's swing, which is noisy and elaborate but very athletic, the way Neto (who's a smaller guy) gets the most out of his body. He has a cartoonish leg kick and his hands load similarly to Javier Báez's, and while Neto doesn't have quite the same all-world whip as Báez, he is a plus rotational athlete who hits some epic pull-side homers. The huge swing doesn't detract from Neto's feel for contact. He dials down his footwork with two strikes and becomes even tougher to put away. Also a plus athlete on defense, Neto does some acrobatic things at shortstop and shows plenty of arm for the left side when he puts his whole body into a throw. He was projected as a second baseman before the draft, but he's proven he can play shortstop. Despite a chase-prone approach so far in the majors, there's enough of a hit/power combination for Neto to be a first-division regular.",,"31347"
67,1,"Maikel Garcia","KCR","SS","MLB",2023,"50","Low",,"23.5777777","6' 0""","145","R","R",2016,"J2","KCR",30000,"Venezuela","Garcia entered the Top 100 prospects list last year (he was 66th overall at the end of the season) and was stupidly removed during the offseason. He was quickly promoted to the big leagues this season and accumulated enough at-bats to exhaust rookie eligibility before the Royals list went live, a failure on my part. Garcia has the skill set of a plug-and-play everyday shortstop, but he's mostly played third base for the Royals because of Bobby Witt Jr.'s presence on the roster. He is an example of a traditionally under-ranked type of player who you could argue I (and my writing partners over the years) over-corrected on for a while, an up-the-middle defender without power, but plus contact and on-base skills. 
Garcia has lovely feel to hit and is especially adept at spraying contact to the opposite field, guiding the barrel all over the zone. His in-zone contact rates have been between 84-88% each year since he entered full-season ball in 2019, a magna cum laude tier of bat-to-ball performance. He tends to be late on fastballs, many of which he's capable of spraying the other way. Garcia's build gives him great long-term athletic projection and he may yet get stronger deep into his 20s, which might enable him to be more on time for the fastballs that he currently tends to foul off rather than barrel. Even with a great hit tool, Garcia' patience is arguably his best skill, but unless he develops more power, big league pitchers will attack him in the zone and suppress that skill's performance. 
Defensively, Garcia makes just about everything look absurdly easy at third base even though he doesn't have a ton of experience there. He has plus-plus hands and actions, a plus arm, and above-average range. I think he's a superior defensive player to Witt, but I also think you can argue that having Garcia rove the infield with his leather skeleton key helps elevate the way Nicky Lopez and Samad Taylor are deployed. He won't be a star unless he comes into meaningful power later than most hitters do, but Garcia is a foundational big leaguer who is going to play forever.",,"22715"
70,5,"Andrew Abbott","CIN","SP","MLB",2024,"50","Med",,"24.3333333","5' 11""","175","L","L",2021,"Draft","CIN",1300000,"Virginia","Abbott was mostly deployed as a reliever during his first three college seasons and his draft year was shortened by the pandemic. He went unselected in 2020 in part because he never had the opportunity to convince teams that he could start; he moved into the rotation as a fourth year junior in 2021. Abbott brought a third pitch to the party that year (a changeup, used twice as often as the year before) and ended up going in the second round. He was pushed through the minors aggressively and spent most of his first full pro season at Double-A Chattanooga, where he also began 2023 and showed a tweaked slider and a little more fastball velocity, at which point he moved into the Top 100.
Abbott's vertical fastball/breaking ball combo is the foundation of his profile. His low-90s heater has enough carry that it will often miss bats in the strike zone even when it isn't well-located. Release inconsistency has created confusion around whether Abbott has one or two different breaking balls. The shape and velocity of his breaker changes quite a bit. Manual pitch tagging in Synergy suggests he has a curve and slider, while automated pitch tagging (I went to multiple sources for this) suggests he has just one, mostly in the 76-82 mph range. During the most recent in-person look I've had at Abbott, he only warmed up with a curveball, not a curve and a slider. It's possible he's manipulating the shape of one breaking ball or that Abbott's inconsistent release is simply impacting what his breaker's movement looks like pitch to pitch. Ideally he'll have two distinct breakers at maturity since Abbott has such great feel for spin, but for now let's say he just has one. After his changeup usage spiked in his draft year, it was back down in the 8% range in 2022 and has been up again early in 2023. It's not an especially nasty pitch, but Abbott's feel for locating it is impressive considering he struggles with that in general. Components that would eventually allow Abbott to be a no. 4 starter on a contender are here and a dominant start to 2023 has accelerated his timeline to the big leagues.","iHroTkeeju4","29911"
72,2,"Brice Turang","MIL","SS","MLB",2023,"50","Low",,"23.8611111","6' 1""","173","L","R",2018,"Draft","MIL",3411100,"Santiago HS (CA)","Turang is so defensively gifted that he is almost certain to have a significant and lengthy big league career, especially now that shifting is banned. He has plus feet, range, and actions, and will make throws from all kinds of odd platforms, including when he's backhanding balls to his right and throwing on the run. A famous prospect since his days as a high school underclassman, Turang has never been a sure bet to do enough offensively to be an impact everyday player. As he has laid a statistical track record in pro ball, Turang's plate discipline became the tip of that spear, and even though his walk rate dipped to a mark merely above average (10%) in 2022, his rate of chase was a more superlative 23%, which would have been the best among qualified major league shortstops. Big league pitchers will be able to limit the damage Turang does by working him in the bottom half of the zone, where he struggles to lift the ball. While he can ambush high pitches, especially up-and-in, and show you close to average peak pop, Turang had not slugged over .400 in any pro season until he saw Triple-A in 2022. He projects to be similar to J.P. Crawford in skill and statistical output, a player good for 2 WAR annually. With Willy Adames ahead of him on the shortstop depth chart, the Brewers tried Turang at second, third and in center in 2022; he will likely be in a timeshare with Milwaukee's righty-hitting infield crew come 2023.","ndJStZbwH1c","22186"
74,4,"Tanner Bibee","CLE","SP","MLB",2023,"50","Low",,"24.5722222","6' 2""","205","R","R",2021,"Draft","CLE",259400,"Cal State Fullerton","Bibee was a notable West Coast pitchability prospect for a while, but he never took a step forward at Fullerton and was passed over completely in the shortened 2020 draft. As a fourth-year junior in 2021, he was still sitting 88-92 mph, with his fastball velocity sometimes drifting as low as 86 mph in a given start. He still threw a ton of strikes and went in the fifth round of the 2021 draft, projecting as a high-floor, low-ceiling depth starter based on his command. What a difference a year makes. By the middle of 2022, Bibee was sitting 95. He also altered his breaking ball usage (more sliders, fewer curves) and increased his changeup frequency, and was so advanced from a pitchability standpoint that Cleveland quickly saw fit to send him to Akron, where he spent most of his first pro season. Bibee seems to have altered his stride direction so that he isn't landing quite as closed as he was at Fullerton, which appears to enable him to stay behind the baseball a little better, creating riding action on a fastball that wasn't previously as explosive. He also appears to have reshaped his body somewhat, which may have contributed to the uptick in arm strength. The improved fastball utility and Bibee's slider command give him two major league-ready weapons, while his delivery's consistency and his long standing feel to pitch generate optimism around the continued growth of his changeup, which he's using more often now than when he was in college. It can be tough to turn over a changeup from his arm slot, but that slot is also part of how Bibee creates depth on his curveball, which has become a show-me pitch that he lands in the zone at will. He doesn't have to be put on the 40-man until after the 2024 season, but the rate at which he has been promoted so far indicates he'll be in the mix for a rotation spot sooner than that. Bibee now looks like a polished mid-rotation prospect.",,"30134"
75,1,"Bryce Miller","SEA","SP","MLB",2023,"50","Med",,"25.1055555","6' 2""","190","R","R",2021,"Draft","SEA",400000,"Texas A&M","Miller spent his freshman year at Blinn College, then pitched out of the Texas A&M bullpen as a sophomore and junior. Despite sitting 94-97 mph in outings that were often seen by decision-makers in to scout Asa Lacy and Christian Roa, Miller was passed over in the 2020 draft, largely because he was very wild. In 2021, he moved into the Aggies' rotation, and while his fastball would peak in the 95-98 range, he'd typically settle in at 92-94 as a starter and still had issues with walks. The Mariners drafted him in the fourth round and have deployed him as a starter while altering aspects of his delivery to keep Miller behind the baseball more consistently, which has added to the huge vertical ride on his fastball. His peak velocity also returned and stuck around, as his fastball averaged 96 mph throughout 2022, when Miller coasted through a season split between High- and Double-A. Assigned to Double-A Arkansas again at the start of 2023, it wasn't long before Miller kicked down the door to the big leagues, and while he's still a little rough around the edges, his fastball quality has been sufficient for him to beat big league hitters. 
Miller isn't a surgeon but that's fine, as his type of fastball has a ton of in-zone margin for error because of its shape and life. The same applies to his velocity. He's actually lost a tick off his fastball compared to 2022, and his velo has continued to trend down, but it's still blowing big leaguers away and is a legit plus-plus pitch. So long as he's in and around the zone, he doesn't need to have precise command to succeed. Miller will occasionally show you good secondary stuff, but most of his other pitches are below-average. He has a mid-80s cutter/slider that doesn't often have vertical depth, though it does have good length for how hard it is. His upper-70s curveball has more depth and plays nicely with his fastball, but it isn't a powerful, bat-missing breaker and Miller relies on the fastball to set it up. Miller's arm swing is long and he sometimes falls off the mound toward first base during his delivery, especially as he tires late in starts. He was somewhat walk-prone in 2022 and lots of scouts thought he ultimately projected in relief. Miller's fastball isn't quite as nasty as Spencer Strider's and his command isn't as good as Joe Ryan's, but those two represent examples of how, if your fastball is good enough, you can be a good big league starter by leaning on one monster pitch.  When you consider that Miller lost a lot of developmental time to the pandemic and being buried on A&M's depth chart, you can start to get excited about how much potential growth remains for him. He hit the injured list with a blister just before list publication.",,"29837"
82,3,"Edouard Julien","MIN","2B","MLB",2023,"50","Med",,"24.4194444","6' 1""","195","L","R",2019,"Draft","MIN",493000,"Auburn","Julien hit 17 dingers and slashed .278/.398/.556 as a freshman at Auburn, then was ruled draft-eligible as a 20-year-old sophomore not because of his age, but because he had attended a year of secondary school in Canada before heading to college, which made him three years removed from high school. He was suddenly a young-for-the-class college bat who might have gone very high in the draft if he'd hit like he had the year before and gotten better at second base. Unfortunately, he did neither. Julien's stock fell early during the 2019 college season as he struggled badly, then he got hot during a tumultuous postseason run; the Twins drafted him on Day Three. Julien tweeted he was going back to school, then went to the Cape and had a great two weeks, after which the Twins' offer rose to just shy of $500,000, inspiring him to sign. He had Tommy John in August of 2019 and rehabbed during a 2020 season that he would have missed anyway. 
Julien finally got underway in pro ball in 2021 and since then, he's had two good seasons en route to a 40-man roster spot, offseason placement on the Top 100 prospects list, and a 2023 big league debut. He's been as patient as any hitter in the minors and has walked at a 19% career rate; he has a .437 career OBP. When Julien does swing, he does so with bad intentions, taking a high-effort rip capable of putting balls out to all fields. He's going to reach base a ton and hit for power. It's enough that Julien comfortably projects as an everyday second baseman if it turns out he can stay there, and even though he has experience at other positions, second base is the only one he played in 2022. Julien has been without a true defensive home since college and didn't look great at the keystone during a prolonged look in the 2022 Arizona Fall League. He may just be a DH, which would obviously make it tougher for him to profile, but there may be elite on-base ability here and that, plus the power, will be enough for Julien to make an impact that way, too.","K56vCQi1Qeo","27534"
85,4,"Luis L. Ortiz","PIT","SP","MLB",2023,"50","Med",,"24.6777777","6' 2""","240","R","R",2018,"J2","PIT",30000,"Dominican Republic","Ortiz rocketed through the system in 2022, skipping High-A and spending most of the season with Double-A Altoona before making his big league debut across four starts in September and October. While he was already throwing quite hard, Ortiz came into even more velocity in 2022 and averaged 97 mph on his fastball, up two ticks from 2021. The pitch has natural tailing action, but Ortiz can also blow it past hitters at the letters when he wants, and his TrackMan data shows he's mixing in four- and two-seamers in the locations where they're most effective. His finishing pitch, though, is his slider, a nasty upper-80s sweeper that generated a 50% whiff rate and 38% chase rate in 2022. He commands it consistently enough to his glove side to project as a starter. In the past, Ortiz's high-effort delivery and sub-optimal fastball shape put him on the starter/reliever line, but he's thrown plenty of strikes across multiple seasons while simultaneously developing more velocity and comfortably projects as a starting pitcher now. How impactful a starter may depend on how his changeup, currently a tertiary offering, develops at the big league level. It shows above-average arm-side action on occasion, but he's only throwing it 12% of the time. Poised to compete for a rotation spot when 2023 camp breaks, Ortiz is one of a few high-upside Pirates youngsters who look like they'd fit in a contender's rotation.",,"27646"
