Top 100,Org Rk,Name,Org,Pos,Current Level,ETA,FV,Risk,Trend,Age,Ht,Wt,B,T,Sign Yr,Sign Mkt,Sign Org,Bonus,Signed From,Report,Video,PlayerId
16,1,Alex Kirilloff,MIN,RF,,2021,60,Med,,24.3527777,"6' 2""",210,L,L,2016,Draft,MIN,2817100,Plum HS (PA),"I remember the remarkable consistency with which Kirilloff struck balls deep into the outfield during the 2016 PG All American Game Home Run Derby. His swing looked much different than all the other kids'. At the time I wasn't sure whether that was good, or if I thought it would work in actual pro games. I've seen other high schoolers hit balls much harder and farther than he did at that age, but I still haven't seen anyone scoop the ball in the air with that kind of consistency in a derby or BP setting. And now Kirilloff -- despite missing 2017 due to Tommy John, and after dealing with recurring right wrist issues that tanked his offensive output in 2019 then being unable to rebound statistically in 2020 because of the pandemic -- was asked to make his big league debut during the playoffs and is likely to be handed an everyday role in 2021. The departure of both Eddie Rosario and Nelson Cruz means the Twins need two more big league lineup cornerstones, and Kirilloff is the by far most likely internal candidate to be one right away. 
Healthy Kirilloff is going to hit and hit for power. Part of why I was skeptical of his swing in high school is because he strides open, his front foot drifting way down the first base line rather than back toward the pitcher. This allows him to turn on balls most hitters are jammed by, but he still has the plate coverage and swing path to lift contact the other way when pitchers work away from him. Ironically, Eddie Rosario's swing worked in a similar fashion, and the two are also similarly free-swingers. I was skeptical of Rosario's at the time (incorrectly), and he doesn't have the kind of power Kirilloff does. A thickening build has slowed Kirilloff down, and he's now spent some time at first base after beginning his career in CF/RF. I think we'll see him play a combination of first base, right field and DH depending on the starter the Twins are matched up against on a given day. Corner bats who like to swing as much as Kirilloff does can be pretty risky, but I have a high degree of confidence in this one because he tracks pitches well and sprays hard contact all over the place. I think he's going to be a 3-ish annual WAR, middle-of-the-order anchor. <em>(Alternate site, MLB)</em>",l3xPPnRQA7o,20325
22,4,Tarik Skubal,DET,SP,MLB,2021,60,High,,25.3222222,"6' 3""",215,L,L,2018,Draft,DET,350000,Seattle,"Skubal had recovered enough from Tommy John to throw a few bullpens for scouts toward the end of his junior year, but his camp thought he could do better than what was being offered, so he returned to school for his redshirt junior year. He was horrendous early the next season before he slowly began to throw more and more strikes as the draft approached. He's dominated opposing hitters since signing, amassing 212 strikeouts in 145 minor league innings before his 2020 big league debut. Until he set foot in the big leagues, Skubal had some relief risk because he was working with his fastball at a bizarre rate in the minors. His delivery looks like a pterodactyl is trying to throw a baseball, and it forces hitters to deal with a very strange look and angle, as well as big velocity and carry at the top of the zone. So unhittable is Skubal's heater that he's struck out 37% of hitters during his minor league career (48% over the final few weeks over Double-A play in 2019) while throwing the pitch roughly 70% of the time. No current big leaguer with a fastball that plays at the top of the zone throws their fastball that much, and anyone close to 70% is a sinkerballer. 
During his initial 2020 big league trial, Skubal was quite wild early on but, just as in his draft year, he slowly started to work more efficiently toward the end of the summer. His changeup (which has lateral action but almost no sink, which is sort of bizarre) and slider are now clearly his best non-fastball weapons, though he can only reliably throw the fastball for strikes. In addition to some of the visual command problems, Skubal's release point is highly variable. Because he has such a nasty mix of stuff, and because he has shown a slow, but relevant command progression in the past and seems to be doing it again, we're still inclined to project Skubal as a mid-rotation starter rather than the highest-ranked reliever on this list. He'll generate amazing rate stats early in his career but probably won't work deep into games, but he has top-of-the-rotation ceiling if he can develop better command. <em>(Alternate site, MLB)</em>",bcoy-xb3kJY,22267
15,1,Keibert Ruiz,WSN,C,MLB,2022,55,Med,,23.6555555,"6' 0""",200,S,R,2014,J2,LAD,140000,Venezuela,"Ruiz is a slow-twitch, skills-over-tools catcher who projects to be a good everyday player. He has much better feel for contact than all but a few players in the minors, let alone the catchers. It has allowed Ruiz to get away with an overly-expansive approach. He swings at far too many pitches outside the zone, but he is so often able to get the barrel there that it hasn't mattered, and he's a .299 career hitter in spite of this. While Ruiz makes remarkably consistent contact, it's not all that hard, and he's unlikely to hit for more than doubles power in the big leagues. But I think even a one-dimensional, contact-only offensive profile like Keibert's is enough to catch everyday, and while I consider him a capable defender, it's worth noting that some clubs do not. 
Ruiz has baby soft hands and is a great pitch-framer and receiver, but he's a casual, low-effort ball-blocker who'd much rather rely on his hands to pick balls in the dirt than be mobile and throw his body in front of the baseball. I think his hands are so good that he'll get away with this, but others think it impacts his pitchers' conviction in throwing breaking balls that finish in the dirt. Arm-wise, Ruiz's slow exchange drags his pop times down, but he's very accurate and I'm starting to think that so long as one has sufficient arm strength, accuracy might matter more than the pop time. But again, this is not a universally-held belief. I've got an everyday grade on Ruiz, but unless the Dodgers want to carry three catchers, I think he is the odd man out and a potential trade centerpiece this offseason. <em>(Alternate site, MLB)</em>",jGl4H285JjI,19610
17,2,Josiah Gray,WSN,SP,MLB,2022,55,Med,,24.2361111,"6' 1""",190,R,R,2018,Draft,CIN,772500,LeMoyne,"Gray is an athletic, undersized converted infielder with big time arm-acceleration. His arm action is a little stiff and long, but boy is it fast, and it generates a fastball in the 92-96 mph range (mostly 3s and 4s) with riding life. Gray’s size and the drop-and-drive nature of his delivery combine to create flat pitch approach angle that helps his fastball miss bats at the top of the zone. Thanks to his athleticism, Gray repeats his mechanics, and throws more strikes than is typical for someone who has this kind of nasty stuff but has only been pitching full-time since 2018, and he has an especially notable proclivity for locating his fastball to his arm side. 
The slider can slurve out and even get kind of short and cuttery at times, but when it's well-located and Gray is on top of the ball, it’s a plus pitch. His changeup, which he seldom used in 2019, induced some ugly swings during the Dodgers' pre-season intrasquad games, so it appears that offering has made a leap. Gray has been making constant adjustments to his repertoire for the last couple of years and has not only succeeded but quickly became good enough to compete (in a practice environment) against the lineup that would eventually win the World Series. He projects as a mid-rotation stalwart. <em>(Alternate site)</em>",xYWS5T8z7qQ,24580
24,3,Logan Gilbert,SEA,SP,MLB,2021,55,Med,,24.8638888,"6' 5""",225,R,R,2018,Draft,SEA,3883800,Stetson,"Last year, I wrote about the possibility that Gilbert would experience a velo rebound in pro ball because I thought he had been overtaxed at Stetson. He was sitting 92-96 as a rising sophomore on the Cape, but often sat 90-94, and sometimes 88-91, throughout his starts the following spring. Last year, he was again up to 96 but sat 91-94, about the halfway mark between his peak and nadir as an amateur. Considering how readily pitchers lose velo in pro ball, that's still a win for Seattle. Even though it only sits 93-94, Gilbert's fastball is his best pitch and the way he most effectively whiffs hitters, though maybe his changeup will show some late development. While all of Gilbert's secondary pitches are average and flash above, I think his command will enable them to play above their raw grades, which, combined with what the innings count could be because of his frame and how efficiently he works, will still make him an above-average WAR generating starter. <em>(Alternate site)</em>",l0Jw6egZzJg,22250
30,5,Casey Mize,DET,SP,MLB,2021,55,Med,,24.875,"6' 3""",220,R,R,2018,Draft,DET,7500000,Auburn,"There are pitchers ahead of Mize on the top 100 who have worse stuff, or whose repertoires aren't as deep, or who have a shorter track record of performance if we look back to Mize's time at Auburn. But we're sufficiently scared of Mize's injury history (a strain that required a PRP injection in college, shoulder inflammation in 2019) to slide him behind players of a similar talent. If he stays healthy, then he'll be a (WAR-based) No. 2 starter, capable of pitching at the top of a contender's rotation, and likely have dominant stretches over the next half decade. Mize's fastball doesn't have bat-missing carry but when he's totally healthy, it's hard and he locates it as well as his plus-plus splitter. We don't think his upper-80s ""slider"" has the length to miss bats and instead think it'll eventually be used to induce weak contact rather than as a putaway pitch. His curveball, which Mize has better demarcated from his ""slider"" since entering pro ball, might emerge as the finishing weapon. There remains a large swath of the industry that is fearful of cutter/splitter guys, and we don't know if that's justified but it certainly impacts how teams internally line up the Tigers prospects. What we do think is that players who have been hurt in the past are the ones most likely to get hurt again, and while we know it's begun to feel like every pitcher gets hurt at some point, there's more smoke here than in most other cases. We have a Masahiro Tanaka comp on Mize. <em>(Alternate site, MLB)</em>",KTLpXoKizJU,20492
31,2,Michael Kopech,CHW,SP,MLB,2021,55,Med,,25.8777777,"6' 3""",225,R,R,2014,Draft,BOS,1600000,Mt. Pleasant HS (TX),"It sometimes feels foolish to ""wait for things to click"" with very talented but frustrating (and perhaps flawed) prospects, but that's what it seemed like was actually happening for Kopech just before he blew out his elbow late in 2018. The surgery's timing meant Kopech lost all of the 2019 regular season and began rehabbing in a game environment during Fall Instructional League. His first bolt was 99 mph. He settled in at 96-99, and threw several plus sliders. Kopech made his spring 2020 debut on March 10 and threw 11 pitches, six of which were 100 mph or more. It was his only inning of 2020, as Spring Training was shut down soon after, and Kopech would later opt out of the season amid the pandemic and other meaningful off-field considerations. As such, his evaluation is the same.
Kopech's trademark heat and slider give him late-inning potential even if he can't start, an outcome that seems more likely during the early part of his big league career now that he's missed two seasons and may take time to build up an innings load. He'll be able to start if he can command that slider to the back foot of left-handed hitters; he needs to have an out-pitch against lefties and some sort of viable third pitch, which I think will more likely be a second breaking ball than a split or a changeup. If he can do that, I think he's a 3-to-4 WAR starter. <em>(At-home dev)</em>",JXUYoulUEo8,17282
31,1,Jose Barrero,CIN,SS,AAA,2022,55,High,,23.9472222,"6' 2""",180,R,R,2016,J2,CIN,5000000,Cuba,"Barrero’s developmental road has been a unique one. Despite having never played above A-ball, he was called upon in 2020 to help prop up a beleaguered big-league infield in Cincinnati, where the flaws in his approach were hard to ignore: he struck out 38.2% of the time, against a mere 1.5% walk rate. He started his 2021 season in Double-A, where he posted a career-high walk rate, which he improved upon at Triple-A later in the season while maintaining a livable (though still uncomfortably high) strikeout rate. In his 85 minor league games, split more or less evenly between the two levels, he slashed .303/.380/.539 for a 147 wRC+. 
He closed out the season with a three-week stint in the majors, and largely thanks to a slew of IL stints at the big-league level, he ended up playing more innings in center field than at shortstop despite having never previously played there as a professional. This is no cause for alarm, though – he's still a plus-plus infield defender with quick hands and an instinctive feel for his footwork. If anything, adding another defensive position could allow him the additional at-bats he needs to translate his minor league offensive success to the big league level. He hasn't done that yet, though, and Barrero’s most recent major-league promotion brought with it a return to the troubling approach issues he’d displayed in his first big-league stint. His walk rate fell to 5.4% while his strikeouts ballooned above 30% in his 380 big league at-bats. There’s certainly some valid questions surrounding his ability to improve that approach against top-tier pitching, but the defense and his minor league numbers continue to bolster confidence in his ability to adjust over time.",oe9MB7KStTA,23378
34,2,Trevor Larnach,MIN,RF,MLB,2021,55,Med,,25.0555555,"6' 4""",223,L,R,2018,Draft,MIN,2550000,Oregon State,"There's not much new to say here since Larnach was at the alt site. He hit several balls in excess of 110 mph during Oregon State's opening weekend his draft season, and he ended up slugging .652 that year while falling to the back of the first round amid concerns about his defensive ability. Larnach remains a sluggish, diffident outfielder, but he's very likely to get to much of his titanic raw power in games thanks to the ease with which he generates the pop -- Larnach doesn't swing with violence or effort, it's just there -- and a refined approach. His swing is a little more compact now than it was in college but Larnach will really get extended on balls away from him and punch them the other way. I think he's a 30-plus homer, high-OBP corner outfielder whose defensive ability drags his profile down a little bit. <em>(Alternate site)</em>",U7sjFBR3DkI,21501
36,3,Nick Madrigal,CHW,2B,MLB,2021,55,Low,,25.0027777,"5' 7""",165,R,R,2018,Draft,CHW,6411400,Oregon State,"Because he missed time with a separated shoulder (both of Madrigal's major injuries -- this one and a fractured wrist in college -- were suffered sliding into a base), Madrigal didn't play enough big league baseball to lose rookie eligibility, but he did play enough to generate a relevant amount of data. After posting the lowest swinging strike rate in all of the minor leagues in 2019, he had the third-lowest swinging strike rate in the big leagues in 2020 at 3.3%. The players who surround him on that leaderboard -- Luis Arraez, Eric Sogard, and David Fletcher -- are all similar offensive players who make elite rates of contact but have almost no power. More precisely, Madrigal is most like Arraez because of how opposite-field oriented their contact is. If you prorate Fletcher and Arraez's performance over the past few years, they're pretty well above-average players, and Madrigal is a better defensive player than Arraez and is a wash with Fletcher at second. I just think this reinforces the industry's long-standing eyeball evaluation that even though he's quite small and is not going to hit for power, Madrigal is a very good player. <em>(Alternate site, MLB)</em>",tQxQekapA8k,20521
43,3,Jazz Chisholm Jr.,MIA,SS,MLB,2021,55,High,,24.125,"5' 11""",184,L,R,2015,J2,ARI,200000,Bahamas,"Chisholm has whiffed in 30% of his career plate appearances, partially a product of a sophomoric approach to hitting and otherwise due to him arguably being too explosive for his own good. But that twitch and violence, Jazz's awesome ability to uncoil his body from the ground up and rotate with incredible speed, the natural lift in his swing -- many of the things that make him whiff-prone also make him exciting, and give him a chance to be an impact offensive player who also plays a premium defensive position very well. His skillset is somewhere on the Chris Taylor/Javier Báez continuum of strikeout/power offensive profiles at a premium defensive position, though the low-end of his potential outcomes looks like Freddy Galvis: a plus-gloved shortstop who hits for power, but with an OBP around .300. 
I wanted to see another year of plus walk rates before declaring that to be a true part of the skillset (Chisholm walked 11% of the time in 2019, up from a career 8%), but the pandemic made that impossible and Jazz earned the everyday second base job in Miami with his 2021 spring performance. His power is real (a 91.4 mph average exit velo would put him in the top 40 of the majors, while 48% of his balls in play being over 95 mph would be in the top 30), the lift is there (he has a career groundball rate in the low 30% range and a 17 degree average launch angle according to a source), and Jazz is athletic enough to be a plus defender at shortstop. The contrast between Chisholm and the ultra-steady Miguel Rojas is very stark, and it will be interesting to see how Miami handles the dynamic there over the next couple of seasons. <em>(Alternate site, MLB)</em>",ir2kVOIT4mE,20454
