Top 100,Org Rk,Name,Org,Pos,Current Level,ETA,FV,Risk,Trend,Age,Ht,Wt,B,T,Sign Yr,Sign Mkt,Sign Org,Bonus,Signed From,Report,Video,PlayerId
52,4,"David Festa","MIN","SP","MLB",2024,"50","Low",,"24.5638888","6' 6""","190","R","R",2021,"Draft","MIN",125000,"Seton Hall","In the draft, the Twins have targeted big-framed, projectable college pitching from mid-tier schools that don't tend to max out their pitchers. Festa has had a pretty significant velo spike in pro ball and reached Triple-A in 2023 at the very end of a solid season mostly spent at Double-A Wichita. Since turning pro, the 6-foot-6 right-hander's velocity has grown year-over-year until he reached the 94-97 mph range his fastball has resided in for the last two seasons. His approach to pitching with his heater has changed and become less efficient as, due to a lack of explosive movement on the pitch, Festa has begun to take a slider-first approach. In 2024, his changeup usage is also up; there are entire starts where he throws his fastball least of all. He often tries to get ahead of hitters with sliders that drop into the top of the strike zone, and when Festa is locating both his slider and changeup to opposite corners of the plate, each is capable of missing bats against hitters of either handedness. Both secondary pitches generated above-average rates of chase and miss in 2023 and have so far in 2024 as well. 
Festa has pitched about 100 innings each of the last two completed seasons without seeing a velocity drop off. All of his offerings are pretty firm — even his slider and changeup are often 87-88 mph — and without a pitch that more drastically alters hitters' timing, he may end up generating more weak contact than outright whiffs against big league hitters. Even though Festa is 24, his rare combination of size and athleticism might portend another gear of arm strength and/or command as he continues to refine the feel for his endless limbs. He's projected here as an innings-eating no. 4 starter on a contender who might have peak years as an impact mid-rotation guy if either his command or velocity levels up one more time. Festa could debut late in 2024, but he's more likely to permanently entrench himself on the big league roster in 2025 and beyond.",,"30056"
63,2,"Brayan Rocchio","CLE","SS","MLB",2024,"50","Low",,"23.7166666","5' 10""","185","S","R",2017,"J2","CLE",125000,"Venezuela","Rocchio's calling card is still his switch-hitting offensive ability, specifically his bat-to-ball skills, which have made him a 50 FV mainstay since he finished his first domestic pro season. He's coming off his first full season at Triple-A, during which he hit .280/.367/.421 — right in line with his .276/.349/.426 minor league career marks. He has lovely all-fields ability to hit, snatching hanging breaking balls and inner-third fastballs to his pull side and spraying lots of middle-away fastballs to the opposite field. He's not quite as deft a hitter from the right side, but he's still plenty dangerous. Rocchio has not developed power as hoped even as he's filled out. He has shown progress in the plate discipline department and posted a career-high 11.2% walk rate in 2023, his second consecutive year with improvement in this area. Rocchio's body has gotten thick enough that he's more reliant on skills and acrobatic actions at shortstop than range. None of Cleveland's many interesting middle infield prospects of the last few years has emerged as a Dude, but Rocchio does enough to be considered a solid everyday shortstop and won the everyday job during 2024 spring training.","8RU-rUDZ2zw","23690"
,0,"Jung Hoo Lee","SFG","CF","MLB",2024,"50","Med",,"26.1138888","6' 1""","172","L","L",,,,0,"South Korea","Lee has been evaluated as a Top 100-quality prospect at FanGraphs since the 2020 KBO season and is an incredibly skilled contact and defense-oriented outfielder with important baseball lineage. His father, Jong-beom Lee, was a five-tool superstar ballplayer who stole as many as 84 bases in a single 124-game KBO season and had several 20-plus homer campaigns across a nearly 20-year career (!) in pro ball. 
Jung-hoo's career began in a precocious fashion, as he was the first player in KBO history to go straight from high school to their top level of play; he won Rookie of the Year as an 18-year-old in 2017. Since arriving in the league, Lee has a career .340/.407/.491 line, has made elite rates of contact (roughly 5.5% K% and 11% BB% combined the last two seasons), and has had a couple of years in which he also hit for meaningful power. He clubbed 23 homers and nearly 60 extra-base hits during his 2022 MVP campaign, but experienced a substantial downtick in power during an injury-shortened 2023, and he has hit double-digit home runs in just two of his seven KBO seasons. Lee's career groundball rate, which has typically hovered around a whopping 60%, has been a lurking indication of regression even during his best power-hitting seasons. 
Lee's carrying tool is his Jedi-like bat control, which he uses to deflect pitches all over the strike zone to all fields. His swing is incredibly cool and fun to watch, as Lee's open stance comes closed very early before he take a huge stride back toward the pitcher and unwinds from the ground up. As fun as his swing is, it bears a resemblance to Zac Veen's early-career swing both in terms of some of the stop-and-start nature in his footwork and the way his hands fire from a dead stop. His hand-eye coordination and ability to manipulate the barrel is amazing, however. Hitters in Asian pro leagues tend to face premium velocity less often than upper-level domestic prospects, which creates a wide error bar in projecting whether or not their hit tools will play here. Using Synergy to isolate Lee’s performance against fastballs at or above the MLB average (93 mph and up) yields just 154 pitches combined throughout the last two seasons; he slashed .268/.348/.415 against them. Bump the bottom boundary up to 94 mph and he slashed .276/.300/.379 across 96 pitches. Any higher a velocity bar and the sample is too small to glean anything. It might take a tweak to his swing, and ideally Lee will continue to get stronger as he matures into his late 20s, but his feel for contact is an exciting foundational skill on its own. 
If Lee doesn't end up hitting for power, his center field defense will help buoy his overall contribution to a team. He's a plus runner with above-average range and ball skills, and a plus arm. Whether he's retained that coming off a 2023 ankle injury that required surgery, teams can't know for sure. English-language reports describe his injury as an ""ankle fracture,"" and my sources indicate there was an injury to his tendon, which could mean we're talking about an avulsion fracture. Lee also had left labrum surgery in 2018. He is perhaps the highest-variance free agent on the market this offseason because there are outcomes where Lee gets stronger and does at least a little bit of everything on top of an elite hit tool, but  there are also outcomes where his center field-worthy speed is diminished and his hit tool doesn't play the same in MLB. The most likely forecast is somewhere in the middle, and here Lee projects as a table-setting center fielder without much pop, though whatever the case, the Giants should be prepared to make a multi-year project out of Lee so he has time to adjust in the same ways Ha-Seong Kim has.","hQYbPw53SuA","33824"
68,4,"Andy Pages","LAD","RF","MLB",2024,"50","Med",,"23.8138888","6' 1""","215","R","R",2017,"J2","LAD",300000,"Dominican Republic","Pages has returned from labrum surgery looking trim and swift. It's the second consecutive camp where he's arrived having improved his conditioning. Pages is an explosive swinger with a very powerful lower body, which he often gets deep into during his swings. His bat path is geared for huge lift, with some of the most consistent and extreme launch in all of professional baseball at 22-25 degrees on average the last two seasons. Pages' exit velocities are surprisingly low considering his in-game power output (he averaged 25 annual bombs across his ages-18-21 seasons) and the ferocity of his swings. Anecdotally, dips like that sometimes coincide with drastic changes in player physicality like what Pages has shown (Lewin Díaz is a recent example), and he might still progress in this way. Pages is probably always going to strike out a lot; it's inherent in his approach. He covers the inner two-thirds of the zone quite well, but his desire to pull and lift everything leaves him vulnerable on the outer edge. Pages doesn't have the raw power of a Teoscar Hernández or an Adam Duvall (Pages had 40 measurable raw at age 22), but he projects to be a similar kind of player: A strikeout-prone corner outfielder with some peak years of huge power and the occasional lean season with too many whiffs. Note the projected game power here topping Pages' raw because of how much lift is in his swing.","FDyRkfAEO0g","24816"
57,2,"Noelvi Marte","CIN","3B","MLB",2024,"50","Med",,"22.9583333","6' 0""","210","R","R",2018,"J2","SEA",1550000,"Dominican Republic","How would you value Noelvi in a trade now that he's been popped for PEDs? That's what you're tasked with as you line him up on the universal prospect continuum after his 80-game suspension, which will cost him the first half of 2024. Marte's eval and forecast has already waxed and waned some, often in lockstep with his conditioning. At times he has looked heavy and haggard, though sometimes fatigue has been a reasonable explanation for this. In 2022, he played some January winter ball for Gigantes del Cibao, saw 520 regular season plate appearances in the States, changed organizations as the highest-profile prospect in the blockbuster Luis Castillo deadline deal, went to Germany as part of Team Spain's WBC qualifier roster, and then came back to the US and played for another six weeks in the Arizona Fall League, where he looked pretty awful. He seemed rejuvenated in 2023 and slashed .279/.358/.454 split between Double- and Triple-A before debuting in Cincinnati to the tune of a .316/.366/.456 line in 123 major league PA. Marte continued to look svelte in the D.R. over the winter before he was shut down with a pulled hammy. The news of his PED suspension was the first in a slew of tough breaks for the Reds offense. 
Without the PED suspension clouding his report, Marte projects as an everyday third baseman with a shot to be a more impactful player if he finds a way to get to his power more consistently. He's has good plate coverage, only really whiffing a bunch against well-executed sliders, which is true of most hitters. He tends to cut down on the baseball and can really only elevate hanging breaking balls and pitches toward the top of the strike zone. Some of this is caused by Noelvi's swing path and some of it is caused by imprecise feel for sweet spot contact; Marte hits a lot of choppers and grounders even though he doesn't whiff all that much. To the eye, he is not as skilled a hitter as he has been on paper, and while he's incredibly physical and has above-average raw power already at age 22, Marte's swing is not actualized to get to all of it. While you can pick enough nits to stop short of calling Noelvi a future superstar, he's still a well-rounded player who has more recently looked as engaged and agile on defense as ever. Though the track record of past prospects suspended for PEDs isn't great, Marte's slide here is due more to lost time than any false sense of precision around the way PEDs may have buffed his tools. He slides behind Rhett Lowder on the Reds list and down next to Jasson Domínguez (who is also missing about half the season recovering from TJ) on the Top 100.","CEY7xdrO7zA","26517"
74,7,"Michael Busch","CHC","1B","MLB",2024,"50","Low",,"26.8944444","6' 1""","210","L","R",2019,"Draft","LAD",2312000,"North Carolina","After a few short big league stints with the Dodgers in 2023, Busch finished the season just shy of graduating from prospect eligibility; he was dealt to the Cubs in January and in 2024 has been the team's everyday first baseman. As he crosses the rookie graduation threshold, Busch is performing to the level we expected but not in exactly the way we thought he would. He's striking out more than anticipated but getting to enough power to offset it. Much of his swing-and-miss is occurring outside the strike zone. It's not that Busch is chasing a lot, but he's struggling to contact pitches out of the zone much more than the average big league hitter (major league average O-Contact is 56%; Busch is at 48.4%). There's bigger hit tool and on-base ceiling here than Busch has shown to this point. He's been selective for his entire career and as that skill starts to surface at the big league level, it will buoy both his OBP and contact abilities. Again, Busch has been good so far, but he'd feel like a more stable hitter if he weren't striking out a third of the time, especially since he's officially a 1B/DH-only defender now.","2A597xbLtFA","26319"
61,5,"Drew Thorpe","CHW","SP","MLB",2024,"50","Low",,"23","6' 4""","205","L","R",2022,"Draft","NYY",1187000,"Cal Poly","Thorpe came to the Padres in the Juan Soto trade and was poised to make an impact on their 2024 rotation before he was flipped to Chicago shortly thereafter in exchange for Dylan Cease. Pitchers with changeups as good as Thorpe’s and who throw as many strikes as he does tend to be high-floor propositions who pitch forever. His low-80s changeup, which he locates at will, has a ton of tail, and his ultra-short arm stroke helps trick hitters into seeing fastball out of his hand. The effectiveness of Thorpe’s slider (more average in terms of raw stuff) and fastball (below-average at just 90–92 mph) is enabled by his precise feel for location. He can sink his fastball down and to his arm side, or run a four-seam version of it past hitters at the letters. The Yankees coaxed a little more heat out of Thorpe (who sat 88–91 in college) during his time in their org, but not enough to give him impact velocity. The White Sox have not demonstrated a consistent ability to do that, and the 91-93 mph he showed during his 2024 spring run with the Padres may be all the velo he ever has. Thorpe will throw the occasional cutter or curveball in an obvious fastball count to keep hitters guessing, but those pitches don't currently have any more utility than that, though we think the cutter eventually will. This is a very polished 23-year-old. We're talking about plus command of a plus-plus changeup here; Jeremy Hellickson and Marco Estrada are fair recent comps.",,"31967"
90,2,"Max Meyer","MIA","SP","MLB",2024,"50","Low",,"25.5527777","6' 0""","196","R","R",2020,"Draft","MIA",6700000,"Minnesota","The third overall pick and the first pitcher selected in the 2020 draft, Meyer had arguably the best stuff in the class, touching 102 mph and bending in a low-90s, plus-plus slider during that year's brief college season. His athleticism (he was a two-way player at Minnesota), simple delivery, and relatively easy arm action gave teams confidence in his ability to start despite a smallish frame and inconsistent command at that time. 
Meyer passed his first professional tests with flying colors, finishing the 2021 season with a 2.41 ERA at Double-A Pensacola. His fastball velocity was down, ""only"" in the 94-97 mph range, and it has never really returned to that elite, early-2020 level. Meyer still seemed poised to make his big league debut in 2022 when he began having injury issues, first ulnar nerve irritation and then a late-summer Tommy John that cost him all of 2023. When Meyer got going at the start of 2024, his velocity was down a tad. He still managed to put together some good big league starts before he was somewhat surprisingly demoted to Jacksonville, where he's starting every Friday rather than every fifth day as a way of controlling his innings load coming off the TJ. He'd have to spend the majority of the season in the minors for the Marlins to alter his free agency timeline. With the team poised to take a seller's posture at the deadline, Meyer feels like a lock to be up at some point and pitch enough to exhaust rookie eligibility and accrue a year of service. Meyer's velocity has trended up a bit in his last couple of starts before list publication, sitting more 93-95 and touching 97 rather than living in the 92-94 mph range for much of an outing. His slider's effectiveness has been collateral damage; it's playing like a merely plus offering now. Without peak velocity, Meyer looks more like a perfectly fine fourth starter than an impact front-end arm.","k7_4XDiW_aE","27474"
92,5,"Cade Povich","BAL","SP","MLB",2024,"50","Low",,"24.4694444","6' 3""","185","L","L",2021,"Draft","MIN",500000,"Nebraska","One of several projectable college arms who the Twins have drafted and improved, Povich came to Baltimore in the Jorge López heist of 2022. Povich spent 2023 split between Double-A Bowie and Triple-A Norfolk, with his walk rates climbing as the year went along. Back at Norfolk to start 2023, he threw more strikes, entered the Top 100 list, and made his big league debut shortly before this org update. 
Povich's statuesque frame and effortless delivery are innings-eater characteristics, and his ultra short arm action and his body's direct line to the plate have allowed him to throw plenty of strikes, save for his Triple-A blip last year. He lacks great tactile feel for release; Povich's style of attack is more about control than command. Povich added a cutter in 2023 and now has three breaking pitches with glove-side action that run the gamut in terms of shape and velocity. Unpredictability and deception are a huge part of how he succeeds. His arm stays tucked behind his body until the very last bit of his delivery prior to release, and it makes hitters very uncomfortable. Most of Povich's secondary offerings generated an average or slightly better rate of swing-and-miss in the minors, which has predictably dialed down to average during his small big league sample. Despite lacking a dominant offering, he should be a valuable mid-rotation starter because of his durability and repertoire depth.",,"30055"
88,4,"Victor Scott II","STL","CF","MLB",2024,"50","Low",,"23.6361111","5' 10""","190","L","L",2022,"Draft","STL",350000,"West Virginia","Scott put the nail in the coffin of FanGraphs' previous skepticism during his 2023 six-week Fall League blitz, in which he was the fastest player and best defender in the league. Scott slashed .303/.369/.425 during the regular season and .286/.388/.417 in Arizona; he also stole 112 bases combined between the two. Injuries to Lars Nootbaar, Tommy Edman, and Dylan Carlson forced the Cardinals to skip Scott over Triple-A completely and put him on the 2024 Opening Day roster. He flopped in the majors for a couple of weeks before being sent back to Triple-A Memphis once Nootbaar was healthy and has slowly begun to get going on offense again. Scott is an 80 runner with fabulous feel for center field and double-killing gap-to-gap range. His defense alone would be enough to make him a major league role player. Scott is rail thin and not especially strong, but he makes an above-average rate of contact and has other soft skills like baserunning and bunting that act as the cherry on top of a catalytic offensive profile. He reached safely on 17 bunts last year, which is reminiscent of TJ Friedl, who had a lot of success in 2023 as a very similar player. Premium center field defense and speed give Scott a fourth outfielder's floor, while his rate of contact and pesky bat-handling abilities elevate his profile into more of a regular role, especially if he can get stronger.",,"31349"
,6,"Colton Cowser","BAL","LF","MLB",2024,"45+","Med",,"24.5305555","6' 2""","220","L","R",2021,"Draft","BAL",4900000,"Sam Houston State","Even amid a torrid 2023 offensive performance at Triple-A, Cowser was evaluated as more of a corner platoon option than an everyday center fielder here at FanGraphs. While he hit a robust .300/.417/.520 (with a .390 BABIP) at Norfolk last year and overall had a .280/.399/.498 line at Triple-A in 114 career games, there were visual, as well as underlying statistical issues, that had Eric projecting Cowser as a good player rather than a great one even before Cowser hit .115/.286/.148 and played his way off the Orioles' playoff roster in 2023. So far this forecast has been light. Cowser showed up to 2024 spring training having added a grade of power to his game. He had an incredible 2024 Grapefruit League, broke camp with the big league squad, and is hitting for enough power to be an everyday-quality offensive player even as his strikeouts have climbed like they were forecast to here at FG. 
Let's recount what Eric perceived to be Cowser's strengths and weaknesses entering the season, and examine how those have played out so far. The gap between Cowser's overall chase rate in 2023 (way better than league average, minors included) and his two-strike chase rate (substantially worse than average) is indicative of a very selective approach, and perhaps also of predetermined takes early in the count. This was interpreted as an indication that Cowser's elite minor league walk rates would come down once he was in the big leagues. So far that has been correct. Cowser's 2024 chase splits are still pretty dramatic (27% overall, 44% with two strikes), and his walk rate has come down from the 16-17% he showed throughout the minors to 9.6% so far in 2024. 
Eric also wasn't forecasting an average or better hit tool here. Cowser ran a 70% contact rate and 80% in-zone contact rate in 2023 (combined at Norfolk and Baltimore), both of which are below the big league outfield average. Eyeball scouting corroborated this. Cowser's head was flying all over the place throughout his swing and Eric singled out a tendency to swing over the top of soft stuff that finishes in the lower half of strike zone. This has also held true so far in 2024, as Cowser is striking out nearly 30% of the time (38% vs LHP) and struggling badly with offspeed pitches. 
Cowser's wrists are very strong and he's capable of doing damage even when the rest of his swing is not well-timed or connected, including to the opposite field. He had a 47% hard-hit rate combined between Norfolk and the big leagues last season (the major league average for outfielders in 2023 was 39.4%), but his peak exits were closer to the big league average. There was impressive pound-for-pound quality contact here, but not big raw juice. That has changed. Cowser is hitting the ball harder in 2024, with his hard-hit rate is up over 50% and his max exit velos comfortably plus. At age 24 there was an assumption that Cowser was done developing in this way, but he's instead taken a leap. Cowser is being deployed in such a way that three quarters of his at-bats come against right-handed pitching and he's been a plus left field defender. If you like, you can mentally map him right next to Astros outfielder Jacob Melton on the Top 100 list since those two have similar skill sets now that Cowser's power has ticked up. There's been no change to the FV grade here because Cowser graduated pretty early in 2024 and Eric just has to live with being wrong if indeed Cowser keeps performing like this.",,"29591"
,3,"Joey Loperfido","HOU","CF","AAA",2025,"45","High",,"25.3888888","6' 3""","220","L","R",2021,"Draft","HOU",72500,"Duke","A seventh-round senior sign out of Duke in 2021, Loperfido has done nothing but perform since breaking into the pro ranks. He covered three levels in 2023 and finished at Triple-A Sugar Land, posting a cumulative OPS of .880 with 25 homers and 27 steals in 31 attempts. In 2024, he hit 10 homers in the first half of April, made his big league debut, and has been up and down depending on the health of Houston's other outfielders. 
Loperfido hits out of a crouched, square stance with his hands set up high, and has a direct, adjustable path that sprays contact to all-fields. He can really elevate pitches with authority in the lower quadrants of the zone and hits the ball hard with meaningful consistency. He swings through a lot of in-zone fastballs and is striking out about 30% of the time at Triple-A. A lack of consistent contact is what stands between Loperfido and an everyday grade. 
A big part of why we're this high on him despite his hit tool issues is Loperfido's very versatile defensive profile. He has the ability to play all three outfield positions at an average level, while also showing he can handle first and second-base at a passable level. The way Loperfido can move the ball around the infield at first base is actually quite special. While he does many things at an average to solid level, there’s no single aspect of his bat or defensive ability that grades out as plus; this is a profile where the sum is greater than the raw parts. Loperfido projects as a high-end bench utility player for a World Series contender and could sneak into the lineup every day for lesser clubs.",,"29630"
,4,"Hunter Goodman","COL","C","MLB",2024,"45+","High",,"24.9805555","5' 11""","215","L","R",2021,"Draft","COL",600000,"Memphis","After Goodman mostly played first base and left field rather than catch in 2023, he's played roughly half his games at catcher so far in 2024, with time spent at first base and in right field as well. If Goodman can improve enough as a defender to be a viable big league catcher (not even a good one, just passable), then he's going to be a primary backstop for as long as he can remain so. 
Goodman's power is sensational. He takes epic, max-effort swings and is capable of putting balls out to all fields. This style of hitting leads to lots of swing-and-miss, enough that if he were only an outfielder and first baseman, then we're talking about him more like Matt Davidson instead of Mike Napoli redux. Goodman's best throws produce plus pop times, but he doesn't handle the baseball especially skillfully and his throws are often ruined by inaccuracy or a fumbled exchange. He's still not a very good receiver but he looks a bit better this spring, and he's a gung-ho ball blocker who throws himself around in order to smother the baseball. 
A couple of list-making details that helped inform the way Goodman stacks here: He has a better chance of actually playing a premium position than the younger, seemingly more famous prospects in this system like Jordan Beck and Sterlin Thompson. His contact rates have been slightly superior to Beck's, and Goodman is able to pull the ball with power on the regular whereas Beck's swing is longer and he pushes contact to the opposite field. Goodman has the upside that all but a few prospects in the Rockies system lack, and if you believe in the old adage that catchers tend to develop late, he still has some defensive growth coming and should compete for playing time at a host of different positions relatively soon.",,"29715"
,4,"Keaton Winn","SFG","SP","AAA",2024,"45+","Med",,"26.6138888","6' 4""","238","R","R",2018,"Draft","SFG",500000,"Iowa Western Community College","After losing two seasons of development — one to the pandemic and the other to Tommy John — Winn rocketed to the upper levels of the minors very quickly once he was healthy in 2022 and made his big league debut in 2023. He showed much more arm strength on the other side of his surgery, and he retained it even as the Giants stretched him out from working just two or three innings at a time to working as many as six. He sat 94-97 all last year across about 100 innings of work, and he's parked in that range again at the start of 2024. 
Winn was a polished slider away from making the offseason Top 100 list. He has had success (but not been dominate) in the majors even though his repertoire is missing a great breaking ball. Winn instead more often deploys a four- and two-seam fastball and his devastating splitter, which is one of the nastier ones in pro ball. Winn's upper-80s slider is hard but lacks the biting movement of a great finishing pitch. Athletically, Winn is a little bit stiff and eyeball evaluations of his relatively violent delivery have tended to funnel him toward the bullpen, but at this point his strike-throwing track record is long enough to bet he's going to start as long as he can stay healthy under a slightly larger workload. He's going to perform pretty well on a rate stat basis, but whether he generates big WAR production is going to depend on how many more innings Winn can throw and whether or not he can find a better breaking ball.",,"23499"
,2,"Nolan Schanuel","LAA","1B","MLB",2024,"45","Low",,"22.6305555","6' 4""","220","L","R",2023,"Draft","LAA",5250000,"Florida Atlantic","Though the stopwatch-holding prospect arm of FanGraphs has tended to be lower than consensus on Schanuel due to a lack of power and athleticism, it's surprising to see him barely maintaining replacement-level performance as he graduates from rookie status and approaches 300 career plate appearances. ZiPS still likes Schanuel to produce as a 45-grade player for the next three years, right in line with our preseason report and evaluation, which we stand by. It is reproduced here: If you liked Craig Counsell's batting stance, then please enjoy Schanuel, whose hands start way above his head before they load in a pretty normal spot. It's common for hitters in college baseball to walk as much as they strike out, especially the good ones. Schanuel walked <em>five times</em> as often as he struck out in 2023, a cartoonish stat that helps illuminate his freaky feel to hit. Even as a small school prospect, he was viewed as one of the more advanced bats in the 2023 draft class, and the Angels, who tended to take players of that ilk during the late-Ohtani era, made Schanuel their first round pick and had him in the big leagues before the end of the season. 
Schanuel's swing isn't sexy or explosive, he just finds a way to put the bat on the ball, and the natural uphill path of his cut helps him to hit for some power, though the reason Schanuel was left off the offseason Top 100 was because he doesn't project to hit for enough thump to be a meaningfully impactful first baseman during the next half decade or so. He slugged .868 in college last year, but it was more due to his consistency of contact than big power, and Schanuel has way less raw pop than is typical of a first baseman. As part of an offseason regimen to try to get stronger, Schanuel stood all day. He perhaps looks a little bit stronger this spring, but he's probably going to be more of a player you can ""win with"" in your lineup than one you win ""because of,"" akin to LaMonte Wade Jr. and other contact-oriented first basemen of modest impact.",,"33189"
,5,"Leo Jiménez","TOR","SS","AAA",2024,"45","Low",,"23.3722222","5' 10""","170","R","R",2017,"J2","TOR",825000,"Panama","It's about time for Jimenez, who has just one option remaining, to make a big league roster. He's a solid shortstop defender who, for the last several years, has made premium rates of contact, including a nearly 90% Z-contact% this year at Double-A New Hampshire, where he slashed .287/.372/.436 before a late August promotion to Buffalo. Jimenez, who has been on the Jays 40-man for two years, owns a .388 career OBP in the minors. He likely won't sustain quite that level of bat-to-ball performance against big league arms, but this is his carrying tool on offense. Jimenez checks some, but not all, of our visual scouting boxes for contact excellence. He's short-levered and consistently on time, but his swing path leaves him vulnerable to high fastballs, which is atypical for a hitter with a statistical profile like his. Santiago Espinal (two options left) is the one most directly blocking Jimenez on the Jays' depth chart as the team's best-gloved utilityman. Ideally, Jimenez would branch out beyond just his usual 2B/SS in 2024 and be rostered as a utilityman within the next year. If he's optioned to start 2024, then he's a mandatory carry in 2025 and beyond.","efYjFq_PEP8","23782"
,5,"Slade Cecconi","ARI","SP","MLB",2024,"45","Med",,"25.2694444","6' 4""","219","R","R",2020,"Draft","ARI",2384900,"Miami","Cecconi got his feet wet at the major league level in 2023, tossing 27 innings over four starts and three appearances out of the bullpen while also covering 116.1 frames in Reno, where he struck out 23.3% of hitters compared to a 7.1% walk rate in the unforgiving PCL. 
Cecconi has a four-pitch mix, and all of his offerings are average or better. So far in 2024, his fastball has ranged between 92-95 mph and touched 98 mph with running action and a hint of carry when he works it up in the zone. It’s not surgical command, but it projects to be a tick above average and gives him a solid fastball grade overall. Cecconi’s slider, which he has advanced feel for locating down and away to righties, ranges from 83-87 mph with big depth and late tilt. His curveball is a deep, vertical breaker that doesn’t maintain the consistent tightness his slider does. Cecconi’s changeup has taken a noticeable step forward both in terms of its usage and quality. So far in 2024, he has thrown the pitch 14% of the time between his time in Triple-A and Phoenix, compared to only 5% in 2023. He’s very effective at mimicking his fastball arm speed when throwing the changeup to give it additional deception, and its late fade and depth gives him another tool, especially against lefties. Cecconi is a big league-ready back-end starter who might factor in the D-backs' postseason rotation if they play in October.",,"27500"
,6,"Parker Meadows","DET","CF","ST",2024,"45","Med",,"24.9138888","6' 5""","205","L","R",2018,"Draft","DET",2500000,"Grayson HS (GA)","Meadows' strikeout rate ticked back up again after a 2022 reduction, as he slashed .256/.337/.474 with a 23.8% K% and career-high 19 home runs with Toledo. He ended his season with 37 games at the big league level, pushing very near (but not past) the 45-day/130 at-bat rookie graduation boundaries as he slashed .232/.331/.368 with three more homers and a .308 wOBA, plus a superior .324 xwOBA based on his quality of contact. It's about as big a major league sample as one can have to gauge a prospect without him graduating, and that xwOBA is above the big league average in center field. And Meadows is going to stay in center. Even at his size, he's a comfortably plus runner who looked crisp patrolling Comerica Park's sizable path of real estate in September. 
Meadows is a little too long and vulnerable against up-and-away fastballs to project sustained offensive performance at this level, and he swings inside a lot of righty changeups as he cheats to try to cover that pitch. Execute a belt-high fastball and soft pitch away from him in sequence, and you're either getting him out or limiting his raw power. He lacks the plus offensive attribute of an impact everyday player, but Meadows can oppo-poke soft pitches that don't quite finish, and he crushes heart-of-the-plate mistakes. He's a competent and dangerous enough left-handed player to project as a complementary regular, the lefty half of a center field platoon.","AqGSX7_e41E","23800"
,8,"Emerson Hancock","SEA","SP","AAA",2024,"45","Med",,"25.3361111","6' 4""","213","R","R",2020,"Draft","SEA",5700000,"Georgia","Hancock was effective, but not dominant, at Double-A Arkansas in 2023 leading into an August big league debut. His season ended with a shoulder strain. He's been back and forth between Tacoma and Seattle this season and has cleared the bar for rookie graduation. Hancock's velocity has been fluctuating again this year. He sat just 92 in his most recent big league start but averaged 95 in his most recent minor league start prior to list publication, the latter on 10 days of rest. Hancock has a command-driven sinker/changeup profile. His low arm slot doesn't allow his slider to finish consistently and some of them have cutter shape at slider velocities. By mixing tail and sink with a few differently paced glove-side breaking balls, he should iron out a stable no. 4/5 starter role, especially if he keeps living in the 93-95 mph range.","LmWTHBZA-20","27470"
,6,"Angel Chivilli","COL","MIRP","MLB",2024,"45","High",,"22.175","6' 2""","162","R","R",2018,"J2","COL",200000,"Dominican Republic","For the same reasons you should be skeptical of offensive performance at Spokane, we can forgive Chivilli (pronounced ""chivee-YEE"") for having an ERA approaching 6.00 there in 2023. Chvilli went from a developmental relief prospect with the makings of a good changeup to a 40-man rosteree with a plus-plus changeup in one year. He sat 93-96 throughout 2023 and is back there again to start 2024, and while he lacks precise feel for fastball command, his delivery is direct to the plate and Chivilli's style of fastball utility doesn't require him to dot his heater east and west. I actually wonder if Chivilli can start. He's kept his walks under control during his time in the minors, he's loose and athletic, and in addition to the power mid-80s changeup, he has a fair mid-80s slider that he can land for a strike. He threw 61 innings last year in what was largely a single-inning relief role, which he appears to be in again at Hartford early in 2024. I think the Rockies should consider stretching Chivilli out in long relief to set him up for a potential transition to the rotation if things go well. The problem is that he's already on the 40-man and it would probably take the better part of his first two option years to actually find out if that's a good fit. If things don't work, then you've monkeyed with what is otherwise a likely late-inning reliever.",,"26790"
,4,"Joe Boyle","OAK","SIRP","AAA",2024,"45","High",,"25.1305555","6' 7""","240","R","R",2020,"Draft","CIN",500000,"Notre Dame","Boyle has had huge stuff for his entire life as a prospect, but he's also been very wild. He pitched exclusively as a reliever at Notre Dame and walked well over a batter per inning there, at times so wild he was benched. The Reds moved him to the rotation in pro ball and dramatically altered Boyle's arm slot, which is now much more vertical. But Boyle still walked around eight batters per 9 IP during his time in the Reds system before he was traded to Oakland for lefty specialist Sam Moll at the 2023 deadline. He mostly pitched at Double-A in 2023 but broke 2024 camp with the big league club. 
Boyle will sit 96-97 and touch 100 as a starter, and will flash three plus breaking balls — a low-90s slider and an 80-85 mph curveball — which both have vicious movement. He is often nowhere close to the zone with any of them, and is probably going to lead the majors in walks in 2024, but his size and flexibility are both typical of a big league starter. It makes a ton of sense for the A's to let Boyle try to start for as long as possible. The opportunity costs are relatively low, and a long-term attempt gives them the best shot at capturing Boyle's peak upside down the road by dealing with his horrendous strike throwing now. Big pitchers who throw really hard tend to develop a little later, and so even though the A's haven't typically been great at developing arms lately, Boyle's shot to become a starter is arguably greater in Oakland/Vegas than other places where he would have already been put in the bullpen. He's too crude for me to forecast that things will actually click, which is why I have Boyle listed as a single-inning reliever, but I still think Oakland's line of play is correct here.",,"29608"
